"Participant","Stimulus","Trial_Order_Phase1","Trial_Duration_Phase1","Rating_RT_Phase1","Cue_Color","Condition","Arousal","Enticing","Valence","Trial_Order_Phase2","Trial_Duration_Phase2","Rating_RT_Phase2","Realness","Gender","SexualOrientation"
"S008","Female_009_h",30,2,6987,"green","Fiction",6,5,5,1,1,1962,-1,"Male","Heterosexual"
"S008","Female_014_v",31,2,4159,"blue","Reality",4,5,4,1,1,1992,2,"Male","Heterosexual"
"S008","Opposite-sex_couple_047_v",32,2,5521,"green","Fiction",5,4,5,1,1,1620,1,"Male","Heterosexual"
"S008","Female_017_v",33,2,7417,"blue","Reality",6,5,5,1,1,2916,-1,"Male","Heterosexual"
"S008","Opposite-sex_couple_011_h",34,2,6987,"blue","Reality",6,5,6,1,1,5024,0,"Male","Heterosexual"
"S008","Female_003_v",35,2,11019,"green","Fiction",6,5,5,1,1,1769,2,"Male","Heterosexual"
"S008","Opposite-sex_couple_022_v",36,2,7743,"blue","Reality",5,4,6,1,1,3739,1,"Male","Heterosexual"
"S008","Female_010_h",37,2,5813,"green","Fiction",6,5,5,1,1,1910,-2,"Male","Heterosexual"
"S008","Female_002_h",38,2,4725,"blue","Reality",6,5,6,1,1,4611,-1,"Male","Heterosexual"
"S008","Female_012_v",39,2,5699,"green","Fiction",5,5,6,1,1,1922,-1,"Male","Heterosexual"
"S008","Opposite-sex_couple_002_h",40,2,5762,"blue","Reality",6,6,5,1,1,2243,2,"Male","Heterosexual"
"S008","Opposite-sex_couple_017_v",41,2,6608,"green","Fiction",6,5,5,1,1,1365,2,"Male","Heterosexual"
"S008","Female_005_v",42,2,7639,"green","Fiction",4,3,4,1,1,3765,2,"Male","Heterosexual"
"S008","Opposite-sex_couple_015_h",43,2,7094,"blue","Reality",5,5,6,1,1,2503,2,"Male","Heterosexual"
"S008","Opposite-sex_couple_018_h",44,2,8822,"green","Fiction",6,6,6,1,1,2405,1,"Male","Heterosexual"
"S008","Opposite-sex_couple_005_h",45,2,7078,"blue","Reality",6,6,6,1,1,7384,1,"Male","Heterosexual"
"S008","Female_025_h",46,2,4623,"green","Fiction",5,6,5,1,1,2001,-1,"Male","Heterosexual"
"S008","Opposite-sex_couple_048_h",47,2,5931,"blue","Reality",5,6,5,1,1,2233,2,"Male","Heterosexual"
"S008","Opposite-sex_couple_023_h",48,2,5559,"blue","Reality",6,6,6,1,1,2156,1,"Male","Heterosexual"
"S008","Female_019_h",49,2,4592,"blue","Reality",5,4,5,1,1,2299,2,"Male","Heterosexual"
"S008","Female_016_h",50,2,5212,"blue","Reality",4,6,3,1,1,1724,1,"Male","Heterosexual"
"S139","Opposite-sex_couple_005_h",1,2,5782,"red","Fiction",0,0,0,1,1,1420,-1,"Female","Heterosexual"
"S139","Male_019_h",2,2,13423,"green","Reality",2,2,3,1,1,1995,1,"Female","Heterosexual"
"S139","Opposite-sex_couple_019_v",3,2,5500,"green","Reality",0,0,6,1,1,1602,-1,"Female","Heterosexual"
"S139","Male_015_v",4,2,6996,"red","Fiction",2,3,3,1,1,1165,-1,"Female","Heterosexual"
"S139","Opposite-sex_couple_002_h",5,2,5227,"red","Fiction",2,4,4,1,1,2132,1,"Female","Heterosexual"
"S139","Opposite-sex_couple_023_h",6,2,11275,"green","Reality",1,1,2,1,1,2385,0,"Female","Heterosexual"
"S139","Opposite-sex_couple_016_v",7,2,3695,"green","Reality",0,0,3,1,1,926,-2,"Female","Heterosexual"
"S139","Opposite-sex_couple_015_h",8,2,14737,"green","Reality",1,4,4,1,1,1473,2,"Female","Heterosexual"
"S139","Opposite-sex_couple_007_h",9,2,3064,"red","Fiction",0,0,6,1,1,898,-2,"Female","Heterosexual"
"S139","Opposite-sex_couple_042_h",10,2,2768,"green","Reality",0,0,6,1,1,1050,2,"Female","Heterosexual"
"S139","Male_024_h",11,2,4095,"red","Fiction",3,4,4,1,1,2125,3,"Female","Heterosexual"
"S139","Male_020_v",12,2,3369,"green","Reality",0,0,2,1,1,960,-3,"Female","Heterosexual"
"S139","Male_021_h",13,2,8009,"red","Fiction",3,3,4,1,1,2262,3,"Female","Heterosexual"
"S139","Male_022_v",14,2,2749,"green","Reality",0,0,0,1,1,3452,-2,"Female","Heterosexual"
"S139","Male_002_v",15,2,4646,"green","Reality",0,0,2,1,1,883,2,"Female","Heterosexual"
"S139","Male_003_v",16,2,5626,"green","Reality",0,2,5,1,1,2066,2,"Female","Heterosexual"
"S139","Opposite-sex_couple_018_h",17,2,4013,"green","Reality",0,0,0,1,1,1146,-1,"Female","Heterosexual"
"S139","Male_013_v",18,2,3485,"red","Fiction",0,0,4,1,1,2000,1,"Female","Heterosexual"
"S139","Male_008_v",19,2,4114,"red","Fiction",0,0,1,1,1,925,-2,"Female","Heterosexual"
"S139","Male_023_v",20,2,4118,"green","Reality",1,3,4,1,1,1351,-2,"Female","Heterosexual"
"S139","Male_005_v",21,2,4590,"green","Reality",0,0,3,1,1,1356,-3,"Female","Heterosexual"
"S139","Male_004_v",22,2,8753,"green","Reality",0,0,1,1,1,1437,1,"Female","Heterosexual"
"S139","Male_007_h",23,2,2288,"green","Reality",0,0,0,1,1,1527,1,"Female","Heterosexual"
"S139","Opposite-sex_couple_048_h",24,2,3348,"green","Reality",1,2,3,1,1,1046,2,"Female","Heterosexual"
"S139","Opposite-sex_couple_017_v",25,2,5466,"red","Fiction",1,1,2,1,1,1164,-3,"Female","Heterosexual"
"S139","Male_011_v",26,2,12899,"green","Reality",0,2,3,1,1,878,-2,"Female","Heterosexual"
"S139","Opposite-sex_couple_009_h",27,2,5350,"green","Reality",0,3,3,1,1,1080,2,"Female","Heterosexual"
"S139","Male_025_v",28,2,5890,"red","Fiction",0,1,3,1,1,649,-2,"Female","Heterosexual"
"S139","Male_006_v",29,2,6621,"red","Fiction",0,4,3,1,1,1642,-3,"Female","Heterosexual"
"S139","Opposite-sex_couple_047_v",30,2,4314,"green","Reality",0,0,5,1,1,3758,2,"Female","Heterosexual"
"S139","Opposite-sex_couple_020_h",31,2,3697,"red","Fiction",0,4,4,1,1,1247,-3,"Female","Heterosexual"
"S139","Male_010_v",32,2,5120,"red","Fiction",0,3,3,1,1,989,-1,"Female","Heterosexual"
"S139","Male_018_v",33,2,6634,"red","Fiction",0,3,4,1,1,2887,-3,"Female","Heterosexual"
"S139","Opposite-sex_couple_012_h",34,2,8391,"green","Reality",0,0,0,1,1,1044,-3,"Female","Heterosexual"
"S139","Male_014_v",35,2,6631,"red","Fiction",0,3,3,1,1,853,-3,"Female","Heterosexual"
"S139","Opposite-sex_couple_035_h",36,2,2344,"green","Reality",0,0,6,1,1,1457,3,"Female","Heterosexual"
"S139","Opposite-sex_couple_014_h",37,2,6711,"red","Fiction",1,3,4,1,1,1097,2,"Female","Heterosexual"
"S139","Male_001_v",38,2,3508,"green","Reality",0,0,5,1,1,1421,-2,"Female","Heterosexual"
"S139","Male_012_h",39,2,3335,"green","Reality",0,1,3,1,1,1961,1,"Female","Heterosexual"
"S139","Opposite-sex_couple_001_v",40,2,3640,"green","Reality",0,2,4,1,1,841,-3,"Female","Heterosexual"
"S139","Opposite-sex_couple_022_v",41,2,2566,"green","Reality",0,1,3,1,1,1126,-2,"Female","Heterosexual"
"S139","Male_016_v",42,2,2987,"green","Reality",0,0,2,1,1,1635,2,"Female","Heterosexual"
"S139","Opposite-sex_couple_025_h",43,2,4684,"red","Fiction",0,0,3,1,1,2415,-1,"Female","Heterosexual"
"S139","Opposite-sex_couple_011_h",44,2,5342,"red","Fiction",0,0,4,1,1,1380,-1,"Female","Heterosexual"
"S139","Male_017_v",45,2,3705,"red","Fiction",0,2,3,1,1,1643,-3,"Female","Heterosexual"
"S139","Opposite-sex_couple_013_h",46,2,4541,"red","Fiction",0,0,2,1,1,1264,-2,"Female","Heterosexual"
"S139","Male_009_v",47,2,4603,"red","Fiction",2,5,5,1,1,908,1,"Female","Heterosexual"
"S139","Opposite-sex_couple_024_h",48,2,2628,"red","Fiction",0,0,3,1,1,972,-2,"Female","Heterosexual"
"S139","Opposite-sex_couple_008_h",49,2,7257,"red","Fiction",2,3,3,1,1,783,2,"Female","Heterosexual"
"S139","Opposite-sex_couple_033_v",50,2,2755,"red","Fiction",0,0,4,1,1,1435,2,"Female","Heterosexual"
"S129","Male_010_v",1,2,10871,"green","Reality",4,4,3,1,1,3878,-2,"Female","Heterosexual"
"S129","Male_003_v",2,2,4227,"red","Fiction",6,6,6,1,1,1315,3,"Female","Heterosexual"
"S129","Male_025_v",3,2,5668,"green","Reality",1,1,1,1,1,1919,1,"Female","Heterosexual"
"S129","Male_020_v",4,2,4887,"red","Fiction",4,4,2,1,1,1113,2,"Female","Heterosexual"
"S129","Male_002_v",5,2,5228,"green","Reality",3,3,3,1,1,1109,3,"Female","Heterosexual"
"S129","Male_013_v",6,2,3458,"green","Reality",3,3,3,1,1,1160,-3,"Female","Heterosexual"
"S129","Opposite-sex_couple_020_h",7,2,6343,"red","Fiction",1,1,1,1,1,1611,2,"Female","Heterosexual"
"S129","Male_006_v",8,2,4417,"green","Reality",2,2,2,1,1,1376,-3,"Female","Heterosexual"
"S129","Opposite-sex_couple_012_h",9,2,6750,"green","Reality",0,0,0,1,1,1127,-3,"Female","Heterosexual"
"S129","Male_022_v",10,2,3885,"red","Fiction",3,3,3,1,1,1235,-3,"Female","Heterosexual"
"S129","Opposite-sex_couple_017_v",11,2,4108,"green","Reality",2,2,2,1,1,1475,2,"Female","Heterosexual"
"S129","Opposite-sex_couple_013_h",12,2,4151,"red","Fiction",0,0,0,1,1,1476,1,"Female","Heterosexual"
"S129","Opposite-sex_couple_008_h",13,2,3568,"red","Fiction",3,3,3,1,1,1331,1,"Female","Heterosexual"
"S129","Opposite-sex_couple_001_v",14,2,4554,"green","Reality",3,2,2,1,1,1205,3,"Female","Heterosexual"
"S129","Opposite-sex_couple_011_h",15,2,3347,"green","Reality",0,0,0,1,1,1280,3,"Female","Heterosexual"
"S129","Opposite-sex_couple_023_h",16,2,7572,"red","Fiction",2,2,2,1,1,2804,-1,"Female","Heterosexual"
"S129","Male_004_v",17,2,3508,"red","Fiction",6,5,5,1,1,1222,2,"Female","Heterosexual"
"S129","Opposite-sex_couple_035_h",18,2,5013,"red","Fiction",1,1,1,1,1,13281,0,"Female","Heterosexual"
"S129","Opposite-sex_couple_048_h",19,2,3169,"red","Fiction",2,2,2,1,1,1461,2,"Female","Heterosexual"
"S129","Opposite-sex_couple_019_v",20,2,2534,"red","Fiction",0,0,0,1,1,1183,3,"Female","Heterosexual"
"S129","Opposite-sex_couple_016_v",21,2,2646,"green","Reality",3,3,3,1,1,1644,3,"Female","Heterosexual"
"S129","Male_017_v",22,2,4026,"green","Reality",0,0,0,1,1,14857,-1,"Female","Heterosexual"
"S129","Male_018_v",23,2,2524,"red","Fiction",1,1,1,1,1,1442,0,"Female","Heterosexual"
"S129","Opposite-sex_couple_014_h",24,2,3791,"green","Reality",1,1,1,1,1,1409,-3,"Female","Heterosexual"
"S129","Male_012_h",25,2,2606,"green","Reality",2,2,2,1,1,2549,0,"Female","Heterosexual"
"S129","Opposite-sex_couple_007_h",26,2,3687,"red","Fiction",2,2,1,1,1,1372,2,"Female","Heterosexual"
"S129","Male_015_v",27,2,3304,"red","Fiction",4,3,2,1,1,2993,-1,"Female","Heterosexual"
"S129","Male_016_v",28,2,3490,"red","Fiction",3,2,2,1,1,1129,0,"Female","Heterosexual"
"S129","Opposite-sex_couple_047_v",29,2,4809,"red","Fiction",2,2,1,1,1,1049,3,"Female","Heterosexual"
"S129","Male_005_v",30,2,4434,"green","Reality",3,2,1,1,1,1314,-2,"Female","Heterosexual"
"S129","Opposite-sex_couple_009_h",31,2,5013,"red","Fiction",2,1,1,1,1,1378,-1,"Female","Heterosexual"
"S129","Opposite-sex_couple_002_h",32,2,3297,"green","Reality",2,1,1,1,1,2959,1,"Female","Heterosexual"
"S129","Male_024_h",33,2,3189,"green","Reality",3,2,2,1,1,1268,-3,"Female","Heterosexual"
"S129","Male_019_h",34,2,2476,"green","Reality",0,0,0,1,1,30381,0,"Female","Heterosexual"
"S129","Opposite-sex_couple_015_h",35,2,3887,"green","Reality",2,2,2,1,1,1037,3,"Female","Heterosexual"
"S129","Male_023_v",36,2,2691,"green","Reality",6,5,5,1,1,1298,3,"Female","Heterosexual"
"S129","Male_014_v",37,2,3056,"red","Fiction",3,2,2,1,1,1402,-3,"Female","Heterosexual"
"S129","Male_007_h",38,2,2020,"green","Reality",0,0,0,1,1,1944,0,"Female","Heterosexual"
"S129","Opposite-sex_couple_005_h",39,2,3303,"green","Reality",3,2,2,1,1,1871,0,"Female","Heterosexual"
"S129","Male_011_v",40,2,2726,"red","Fiction",4,3,3,1,1,1399,-3,"Female","Heterosexual"
"S129","Opposite-sex_couple_025_h",41,2,4013,"red","Fiction",3,2,2,1,1,1510,-1,"Female","Heterosexual"
"S129","Opposite-sex_couple_018_h",42,2,3113,"green","Reality",2,1,1,1,1,1014,-3,"Female","Heterosexual"
"S129","Opposite-sex_couple_022_v",43,2,2526,"red","Fiction",3,3,3,1,1,1291,2,"Female","Heterosexual"
"S129","Male_009_v",44,2,5594,"green","Reality",5,5,5,1,1,5791,2,"Female","Heterosexual"
"S129","Opposite-sex_couple_042_h",45,2,3519,"green","Reality",3,3,3,1,1,1240,3,"Female","Heterosexual"
"S129","Opposite-sex_couple_033_v",46,2,4180,"green","Reality",4,3,3,1,1,1377,3,"Female","Heterosexual"
"S129","Male_001_v",47,2,5545,"red","Fiction",0,0,0,1,1,2109,2,"Female","Heterosexual"
"S129","Male_008_v",48,2,2702,"red","Fiction",3,2,2,1,1,1523,-2,"Female","Heterosexual"
"S129","Opposite-sex_couple_024_h",49,2,5024,"green","Reality",3,2,2,1,1,2529,-3,"Female","Heterosexual"
"S129","Male_021_h",50,2,2729,"red","Fiction",4,3,3,1,1,2371,3,"Female","Heterosexual"
"S049","Female_020_v",1,2,15825,"green","Reality",5,5,3,1,1,2044,2,"Female","Homosexual"
"S049","Female_023_h",2,2,4512,"blue","Fiction",3,3,3,1,1,1224,-2,"Female","Homosexual"
"S049","Female_002_h",3,2,4509,"green","Reality",5,5,5,1,1,1206,-3,"Female","Homosexual"
"S049","Female_007_v",4,2,4547,"blue","Fiction",1,1,1,1,1,1570,-2,"Female","Homosexual"
"S049","Female_018_h",5,2,3657,"green","Reality",5,5,5,1,1,6245,3,"Female","Homosexual"
"S049","Female_019_h",6,2,4046,"green","Reality",4,4,4,1,1,1373,-2,"Female","Homosexual"
"S049","Female_couple_015_h",7,2,8545,"blue","Fiction",5,5,5,1,1,1231,-3,"Female","Homosexual"
"S049","Female_009_h",8,2,3888,"blue","Fiction",5,5,5,1,1,1413,-2,"Female","Homosexual"
"S049","Female_015_v",9,2,2930,"blue","Fiction",2,2,2,1,1,1234,0,"Female","Homosexual"
"S049","Female_couple_022_h",10,2,2877,"green","Reality",3,3,3,1,1,1237,2,"Female","Homosexual"
"S049","Female_couple_028_h",11,2,2638,"green","Reality",2,2,2,1,1,1000,2,"Female","Homosexual"
"S049","Female_025_h",12,2,3490,"green","Reality",2,2,2,1,1,1128,-3,"Female","Homosexual"
"S049","Female_couple_040_h",13,2,2468,"blue","Fiction",3,3,3,1,1,1324,2,"Female","Homosexual"
"S049","Female_couple_009_v",14,2,3539,"blue","Fiction",6,6,6,1,1,1293,-2,"Female","Homosexual"
"S049","Female_couple_024_h",15,2,3565,"green","Reality",4,4,4,1,1,1589,-2,"Female","Homosexual"
"S049","Female_001_h",16,2,12726,"blue","Fiction",3,3,3,1,1,1610,3,"Female","Homosexual"
"S049","Female_couple_014_v",17,2,7462,"green","Reality",5,5,5,1,1,1445,-3,"Female","Homosexual"
"S049","Female_couple_013_h",18,2,3800,"green","Reality",2,2,2,1,1,1140,2,"Female","Homosexual"
"S049","Female_010_h",19,2,3067,"blue","Fiction",2,2,2,1,1,1308,-2,"Female","Homosexual"
"S049","Female_024_v",20,2,3018,"blue","Fiction",2,2,2,1,1,1451,-1,"Female","Homosexual"
"S049","Female_couple_032_v",21,2,3101,"green","Reality",5,5,5,1,1,1647,-1,"Female","Homosexual"
"S049","Female_013_h",22,2,2830,"blue","Fiction",5,5,5,1,1,1148,-3,"Female","Homosexual"
"S049","Female_021_h",23,2,8973,"green","Reality",2,2,2,1,1,1050,-2,"Female","Homosexual"
"S049","Female_couple_023_h",24,2,4558,"blue","Fiction",5,5,5,1,1,1170,-1,"Female","Homosexual"
"S049","Female_couple_037_v",25,2,3772,"green","Reality",6,6,6,1,1,1215,3,"Female","Homosexual"
"S049","Female_017_v",26,2,3565,"green","Reality",3,3,3,1,1,1271,-3,"Female","Homosexual"
"S049","Female_couple_008_v",27,2,2942,"blue","Fiction",5,5,5,1,1,1270,-2,"Female","Homosexual"
"S049","Female_008_v",28,2,2358,"green","Reality",2,2,2,1,1,1075,2,"Female","Homosexual"
"S049","Female_couple_002_v",29,2,2510,"green","Reality",4,4,4,1,1,1224,3,"Female","Homosexual"
"S049","Female_couple_021_h",30,2,3315,"blue","Fiction",1,1,1,1,1,1280,-2,"Female","Homosexual"
"S049","Female_014_v",31,2,2866,"blue","Fiction",2,2,2,1,1,1451,-3,"Female","Homosexual"
"S049","Female_016_h",32,2,3101,"green","Reality",2,2,2,1,1,1442,-3,"Female","Homosexual"
"S049","Female_couple_012_v",33,2,2833,"green","Reality",2,2,2,1,1,922,2,"Female","Homosexual"
"S049","Female_couple_003_h",34,2,3095,"blue","Fiction",4,4,5,1,1,1228,3,"Female","Homosexual"
"S049","Female_couple_048_h",35,2,3474,"blue","Fiction",5,5,5,1,1,1109,2,"Female","Homosexual"
"S049","Female_003_v",36,2,2988,"green","Reality",3,3,3,1,1,1012,-1,"Female","Homosexual"
"S049","Female_006_v",37,2,3015,"green","Reality",5,5,5,1,1,1176,2,"Female","Homosexual"
"S049","Female_couple_038_h",38,2,4429,"green","Reality",3,3,3,1,1,1642,2,"Female","Homosexual"
"S049","Female_012_v",39,2,2872,"blue","Fiction",3,3,3,1,1,1762,-3,"Female","Homosexual"
"S049","Female_022_h",40,2,9605,"blue","Fiction",5,5,5,1,1,2557,2,"Female","Homosexual"
"S049","Female_couple_031_v",41,2,2497,"green","Reality",3,3,3,1,1,1098,3,"Female","Homosexual"
"S049","Female_005_v",42,2,3828,"blue","Fiction",3,3,3,1,1,1097,3,"Female","Homosexual"
"S049","Female_couple_019_h",43,2,2756,"blue","Fiction",5,5,5,1,1,1432,-3,"Female","Homosexual"
"S049","Female_couple_034_h",44,2,2721,"green","Reality",3,3,3,1,1,1201,3,"Female","Homosexual"
"S049","Female_011_h",45,2,4614,"green","Reality",3,3,3,1,1,1145,-2,"Female","Homosexual"
"S049","Female_couple_025_h",46,2,4230,"blue","Fiction",5,5,5,1,1,1194,3,"Female","Homosexual"
"S049","Female_couple_016_v",47,2,2887,"blue","Fiction",3,3,3,1,1,1437,3,"Female","Homosexual"
"S049","Female_004_v",48,2,2365,"green","Reality",2,2,2,1,1,1433,-2,"Female","Homosexual"
"S049","Female_couple_010_h",49,2,2441,"green","Reality",5,5,5,1,1,1116,2,"Female","Homosexual"
"S049","Female_couple_020_h",50,2,3919,"blue","Fiction",4,4,4,1,1,1271,2,"Female","Homosexual"
"S083","Opposite-sex_couple_011_h",1,2,8774,"red","Reality",6,6,0,1,1,1537,3,"Female","Heterosexual"
"S083","Male_019_h",2,2,6183,"red","Reality",5,6,0,1,1,1199,3,"Female","Heterosexual"
"S083","Opposite-sex_couple_035_h",3,2,4476,"red","Reality",6,6,0,1,1,1595,-3,"Female","Heterosexual"
"S083","Opposite-sex_couple_014_h",4,2,4958,"blue","Fiction",6,6,0,1,1,1976,1,"Female","Heterosexual"
"S083","Opposite-sex_couple_042_h",5,2,4992,"red","Reality",4,4,0,1,1,1315,-3,"Female","Heterosexual"
"S083","Opposite-sex_couple_013_h",6,2,5957,"blue","Fiction",6,5,5,1,1,1467,-3,"Female","Heterosexual"
"S083","Male_010_v",7,2,4483,"blue","Fiction",6,6,0,1,1,1100,3,"Female","Heterosexual"
"S083","Opposite-sex_couple_017_v",8,2,4367,"blue","Fiction",6,6,0,1,1,2098,3,"Female","Heterosexual"
"S083","Male_004_v",9,2,4138,"blue","Fiction",6,6,0,1,1,1284,2,"Female","Heterosexual"
"S083","Male_002_v",10,2,4428,"red","Reality",3,4,2,1,1,1955,3,"Female","Heterosexual"
"S083","Male_009_v",11,2,4401,"blue","Fiction",5,3,0,1,1,1127,-3,"Female","Heterosexual"
"S083","Male_007_h",12,2,5300,"red","Reality",6,4,4,1,1,1967,-2,"Female","Heterosexual"
"S083","Opposite-sex_couple_007_h",13,2,9305,"blue","Fiction",5,4,0,1,1,1504,3,"Female","Heterosexual"
"S083","Opposite-sex_couple_019_v",14,2,4399,"blue","Fiction",3,6,0,1,1,1607,3,"Female","Heterosexual"
"S083","Male_015_v",15,2,4305,"blue","Fiction",1,3,0,1,1,1807,3,"Female","Heterosexual"
"S083","Male_023_v",16,2,4955,"red","Reality",2,4,0,1,1,3068,-1,"Female","Heterosexual"
"S083","Male_022_v",17,2,5083,"red","Reality",6,3,6,1,1,1164,-3,"Female","Heterosexual"
"S083","Opposite-sex_couple_033_v",18,2,11962,"red","Reality",4,4,6,1,1,1784,-2,"Female","Heterosexual"
"S083","Male_006_v",19,2,4579,"blue","Fiction",5,4,4,1,1,1618,2,"Female","Heterosexual"
"S083","Opposite-sex_couple_015_h",20,2,4704,"red","Reality",4,4,2,1,1,1085,3,"Female","Heterosexual"
"S083","Male_017_v",21,2,4259,"blue","Fiction",4,5,2,1,1,1472,2,"Female","Heterosexual"
"S083","Opposite-sex_couple_020_h",22,2,4167,"blue","Fiction",4,5,4,1,1,1620,3,"Female","Heterosexual"
"S083","Male_013_v",23,2,4761,"red","Reality",6,4,3,1,1,1394,-1,"Female","Heterosexual"
"S083","Male_003_v",24,2,3389,"red","Reality",6,6,6,1,1,1535,-3,"Female","Heterosexual"
"S083","Opposite-sex_couple_018_h",25,2,4089,"blue","Fiction",6,6,0,1,1,1595,-3,"Female","Heterosexual"
"S083","Male_005_v",26,2,7506,"red","Reality",6,6,0,1,1,1444,-3,"Female","Heterosexual"
"S083","Opposite-sex_couple_024_h",27,2,5745,"red","Reality",6,6,4,1,1,1477,-1,"Female","Heterosexual"
"S083","Opposite-sex_couple_001_v",28,2,4629,"blue","Fiction",4,4,6,1,1,2322,1,"Female","Heterosexual"
"S083","Opposite-sex_couple_005_h",29,2,4401,"blue","Fiction",6,5,2,1,1,1786,3,"Female","Heterosexual"
"S083","Male_001_v",30,2,6914,"blue","Fiction",0,1,0,1,1,1084,-3,"Female","Heterosexual"
"S083","Male_012_h",31,2,5553,"red","Reality",4,4,5,1,1,1293,0,"Female","Heterosexual"
"S083","Opposite-sex_couple_025_h",32,2,4158,"red","Reality",6,6,4,1,1,1164,-1,"Female","Heterosexual"
"S083","Male_016_v",33,2,3884,"red","Reality",6,6,4,1,1,1711,-2,"Female","Heterosexual"
"S083","Opposite-sex_couple_008_h",34,2,3808,"blue","Fiction",6,6,1,1,1,1231,-3,"Female","Heterosexual"
"S083","Male_018_v",35,2,3702,"blue","Fiction",6,6,6,1,1,1718,-1,"Female","Heterosexual"
"S083","Opposite-sex_couple_016_v",36,2,3678,"red","Reality",6,6,6,1,1,2763,3,"Female","Heterosexual"
"S083","Male_014_v",37,2,3638,"blue","Fiction",6,5,0,1,1,1680,-3,"Female","Heterosexual"
"S083","Opposite-sex_couple_002_h",38,2,3183,"blue","Fiction",5,5,3,1,1,1440,2,"Female","Heterosexual"
"S083","Male_021_h",39,2,4531,"red","Reality",6,6,4,1,1,2116,3,"Female","Heterosexual"
"S083","Opposite-sex_couple_022_v",40,2,4565,"red","Reality",6,4,3,1,1,1756,-3,"Female","Heterosexual"
"S083","Male_025_v",41,2,2936,"red","Reality",0,0,0,1,1,2277,-3,"Female","Heterosexual"
"S083","Male_020_v",42,2,3485,"blue","Fiction",4,5,4,1,1,1741,-3,"Female","Heterosexual"
"S083","Male_011_v",43,2,4201,"blue","Fiction",3,2,2,1,1,1352,3,"Female","Heterosexual"
"S083","Male_008_v",44,2,3962,"blue","Fiction",6,6,4,1,1,1401,-3,"Female","Heterosexual"
"S083","Opposite-sex_couple_012_h",45,2,3660,"blue","Fiction",6,6,3,1,1,1442,2,"Female","Heterosexual"
"S083","Opposite-sex_couple_048_h",46,2,4082,"red","Reality",2,3,1,1,1,1752,3,"Female","Heterosexual"
"S083","Opposite-sex_couple_009_h",47,2,3299,"red","Reality",2,4,3,1,1,1566,-1,"Female","Heterosexual"
"S083","Opposite-sex_couple_047_v",48,2,3429,"red","Reality",6,5,4,1,1,2616,2,"Female","Heterosexual"
"S083","Male_024_h",49,2,4766,"red","Reality",2,0,0,1,1,1910,-3,"Female","Heterosexual"
"S083","Opposite-sex_couple_023_h",50,2,3092,"red","Reality",6,5,5,1,1,1723,2,"Female","Heterosexual"
"S073","Opposite-sex_couple_035_h",1,2,7574,"red","Reality",0,1,3,1,1,1119,-3,"Male","Heterosexual"
"S073","Female_012_v",2,2,6441,"green","Fiction",1,4,4,1,1,1788,-3,"Male","Heterosexual"
"S073","Opposite-sex_couple_033_v",3,2,4676,"green","Fiction",0,1,0,1,1,1155,-1,"Male","Heterosexual"
"S073","Female_001_h",4,2,4861,"red","Reality",0,0,0,1,1,1248,3,"Male","Heterosexual"
"S073","Female_011_h",5,2,4534,"red","Reality",0,2,3,1,1,1106,-3,"Male","Heterosexual"
"S073","Female_003_v",6,2,2543,"green","Fiction",0,0,0,1,1,842,-3,"Male","Heterosexual"
"S073","Opposite-sex_couple_001_v",7,2,2756,"green","Fiction",0,0,0,1,1,818,-3,"Male","Heterosexual"
"S073","Female_023_h",8,2,4032,"green","Fiction",0,0,1,1,1,1737,-3,"Male","Heterosexual"
"S073","Opposite-sex_couple_047_v",9,2,4957,"red","Reality",0,3,3,1,1,1658,2,"Male","Heterosexual"
"S073","Female_008_v",10,2,3000,"green","Fiction",0,0,0,1,1,1208,-3,"Male","Heterosexual"
"S073","Female_005_v",11,2,5042,"red","Reality",0,3,3,1,1,1311,1,"Male","Heterosexual"
"S073","Female_021_h",12,2,10319,"red","Reality",5,4,5,1,1,1391,-3,"Male","Heterosexual"
"S073","Opposite-sex_couple_007_h",13,2,4215,"red","Reality",3,4,5,1,1,1300,-1,"Male","Heterosexual"
"S073","Opposite-sex_couple_023_h",14,2,6963,"green","Fiction",3,4,3,1,1,966,-3,"Male","Heterosexual"
"S073","Female_020_v",15,2,5704,"red","Reality",6,5,6,1,1,1130,1,"Male","Heterosexual"
"S073","Female_018_h",16,2,5229,"red","Reality",6,6,6,1,1,1271,-3,"Male","Heterosexual"
"S073","Female_022_h",17,2,8083,"green","Fiction",1,2,1,1,1,864,-3,"Male","Heterosexual"
"S073","Female_010_h",18,2,11679,"green","Fiction",3,3,3,1,1,2833,2,"Male","Heterosexual"
"S073","Female_013_h",19,2,2381,"green","Fiction",0,0,0,1,1,2668,-3,"Male","Heterosexual"
"S073","Opposite-sex_couple_042_h",20,2,5679,"green","Fiction",2,2,2,1,1,1849,1,"Male","Heterosexual"
"S073","Opposite-sex_couple_016_v",21,2,3174,"green","Fiction",0,0,0,1,1,1390,0,"Male","Heterosexual"
"S073","Opposite-sex_couple_024_h",22,2,4093,"red","Reality",0,0,3,1,1,2347,1,"Male","Heterosexual"
"S073","Opposite-sex_couple_008_h",23,2,4888,"red","Reality",3,5,4,1,1,3000,-1,"Male","Heterosexual"
"S073","Female_006_v",24,2,6241,"red","Reality",0,2,3,1,1,1368,1,"Male","Heterosexual"
"S073","Opposite-sex_couple_005_h",25,2,2984,"red","Reality",0,0,0,1,1,1282,2,"Male","Heterosexual"
