"Participant","Stimulus","Trial_Order_Phase1","Trial_Duration_Phase1","Rating_RT_Phase1","Cue_Color","Condition","Arousal","Enticing","Valence","Trial_Order_Phase2","Trial_Duration_Phase2","Rating_RT_Phase2","Realness","Gender","SexualOrientation"
"S184","Female_007_v",1,2,8027,"green","Fiction",3,4,6,1,1,782,-3,"Male","Heterosexual"
"S184","Female_016_h",2,2,8255,"red","Reality",1,1,6,1,1,1545,-3,"Male","Heterosexual"
"S184","Opposite-sex_couple_017_v",3,2,6349,"red","Reality",1,1,3,1,1,2530,3,"Male","Heterosexual"
"S184","Opposite-sex_couple_022_v",4,2,6383,"green","Fiction",0,2,2,1,1,1131,-2,"Male","Heterosexual"
"S184","Opposite-sex_couple_012_h",5,2,6831,"green","Fiction",2,3,4,1,1,1860,-3,"Male","Heterosexual"
"S184","Female_010_h",6,2,4342,"red","Reality",5,4,6,1,1,1252,1,"Male","Heterosexual"
"S184","Opposite-sex_couple_015_h",7,2,5610,"red","Reality",2,3,3,1,1,1001,2,"Male","Heterosexual"
"S184","Female_017_v",8,2,4735,"red","Reality",5,4,6,1,1,1436,-3,"Male","Heterosexual"
"S184","Opposite-sex_couple_008_h",9,2,13552,"red","Reality",2,3,3,1,1,770,3,"Male","Heterosexual"
"S184","Female_023_h",10,2,4098,"green","Fiction",4,4,5,1,1,1565,-1,"Male","Heterosexual"
"S184","Opposite-sex_couple_042_h",11,2,5917,"green","Fiction",1,0,3,1,1,1414,-3,"Male","Heterosexual"
"S184","Opposite-sex_couple_009_h",12,2,5273,"red","Reality",2,3,4,1,1,1480,0,"Male","Heterosexual"
"S184","Female_008_v",13,2,7251,"red","Reality",5,4,4,1,1,766,3,"Male","Heterosexual"
"S184","Female_012_v",14,2,3817,"green","Fiction",6,6,6,1,1,1156,-2,"Male","Heterosexual"
"S184","Female_013_h",15,2,6553,"red","Reality",2,4,3,1,1,775,-3,"Male","Heterosexual"
"S184","Opposite-sex_couple_033_v",16,2,11783,"red","Reality",2,2,3,1,1,1604,0,"Male","Heterosexual"
"S184","Female_005_v",17,2,4487,"green","Fiction",4,5,3,1,1,1004,2,"Male","Heterosexual"
"S184","Opposite-sex_couple_020_h",18,2,3933,"red","Reality",1,4,4,1,1,1999,2,"Male","Heterosexual"
"S184","Opposite-sex_couple_016_v",19,2,3691,"green","Fiction",0,0,2,1,1,1940,0,"Male","Heterosexual"
"S184","Female_009_h",20,2,2654,"green","Fiction",6,6,6,1,1,936,0,"Male","Heterosexual"
"S184","Opposite-sex_couple_001_v",21,2,4053,"green","Fiction",2,1,3,1,1,1195,0,"Male","Heterosexual"
"S184","Female_021_h",22,2,2090,"green","Fiction",6,6,6,1,1,1169,3,"Male","Heterosexual"
"S184","Opposite-sex_couple_024_h",23,2,3794,"green","Fiction",3,4,3,1,1,2176,2,"Male","Heterosexual"
"S184","Opposite-sex_couple_013_h",24,2,3209,"red","Reality",0,0,5,1,1,973,3,"Male","Heterosexual"
"S184","Female_003_v",25,2,1868,"green","Fiction",6,6,6,1,1,1238,3,"Male","Heterosexual"
"S184","Female_006_v",26,2,2114,"red","Reality",5,5,6,1,1,809,-3,"Male","Heterosexual"
"S184","Female_001_h",27,2,3209,"red","Reality",6,6,6,1,1,992,3,"Male","Heterosexual"
"S184","Female_019_h",28,2,2340,"green","Fiction",6,6,6,1,1,946,2,"Male","Heterosexual"
"S184","Female_011_h",29,2,5645,"green","Fiction",3,4,5,1,1,827,-3,"Male","Heterosexual"
"S184","Opposite-sex_couple_048_h",30,2,7663,"red","Reality",0,3,4,1,1,1580,2,"Male","Heterosexual"
"S184","Female_022_h",31,2,3193,"red","Reality",6,6,6,1,1,882,3,"Male","Heterosexual"
"S184","Female_025_h",32,2,3490,"red","Reality",4,5,4,1,1,993,-3,"Male","Heterosexual"
"S184","Opposite-sex_couple_018_h",33,2,6571,"red","Reality",0,0,0,1,1,1078,3,"Male","Heterosexual"
"S184","Opposite-sex_couple_025_h",34,2,2502,"green","Fiction",5,5,6,1,1,983,3,"Male","Heterosexual"
"S184","Opposite-sex_couple_007_h",35,2,3113,"green","Fiction",0,0,5,1,1,911,3,"Male","Heterosexual"
"S184","Opposite-sex_couple_023_h",36,2,3197,"red","Reality",0,0,0,1,1,1464,-2,"Male","Heterosexual"
"S184","Female_018_h",37,2,2320,"red","Reality",6,6,6,1,1,953,-1,"Male","Heterosexual"
"S184","Female_024_v",38,2,3206,"red","Reality",5,4,6,1,1,1156,-2,"Male","Heterosexual"
"S184","Opposite-sex_couple_011_h",39,2,3361,"green","Fiction",0,2,3,1,1,1157,-2,"Male","Heterosexual"
"S184","Opposite-sex_couple_002_h",40,2,3292,"red","Reality",2,1,4,1,1,1703,-3,"Male","Heterosexual"
"S184","Female_002_h",41,2,2971,"red","Reality",6,5,6,1,1,1375,1,"Male","Heterosexual"
"S184","Opposite-sex_couple_005_h",42,2,5178,"green","Fiction",0,3,2,1,1,2143,3,"Male","Heterosexual"
"S184","Female_004_v",43,2,1771,"green","Fiction",6,6,6,1,1,1789,-1,"Male","Heterosexual"
"S184","Female_020_v",44,2,3887,"red","Reality",6,6,6,1,1,905,-1,"Male","Heterosexual"
"S184","Opposite-sex_couple_035_h",45,2,6758,"red","Reality",0,0,5,1,1,1050,-3,"Male","Heterosexual"
"S184","Female_014_v",46,2,1929,"green","Fiction",6,6,6,1,1,1011,-2,"Male","Heterosexual"
"S184","Opposite-sex_couple_019_v",47,2,3008,"green","Fiction",0,0,6,1,1,1052,-1,"Male","Heterosexual"
"S184","Opposite-sex_couple_047_v",48,2,4219,"green","Fiction",0,0,2,1,1,870,-2,"Male","Heterosexual"
"S184","Opposite-sex_couple_014_h",49,2,4720,"red","Reality",1,2,4,1,1,2152,3,"Male","Heterosexual"
"S184","Female_015_v",50,2,3946,"green","Fiction",2,5,5,1,1,984,-3,"Male","Heterosexual"
"S189","Opposite-sex_couple_047_v",1,2,14302,"blue","Reality",1,4,4,1,1,2454,-1,"Female","Heterosexual"
"S189","Opposite-sex_couple_005_h",2,2,13066,"green","Fiction",4,5,4,1,1,1251,3,"Female","Heterosexual"
"S189","Male_016_v",3,2,19499,"green","Fiction",1,3,3,1,1,1617,0,"Female","Heterosexual"
"S189","Male_003_v",4,2,19163,"blue","Reality",2,2,2,1,1,2619,-2,"Female","Heterosexual"
"S189","Opposite-sex_couple_008_h",5,2,13494,"blue","Reality",4,5,5,1,1,1600,3,"Female","Heterosexual"
"S189","Male_008_v",6,2,11823,"green","Fiction",5,6,5,1,1,1175,3,"Female","Heterosexual"
"S189","Opposite-sex_couple_023_h",7,2,6793,"blue","Reality",6,5,6,1,1,3283,0,"Female","Heterosexual"
"S189","Opposite-sex_couple_017_v",8,2,5583,"blue","Reality",2,3,3,1,1,3175,1,"Female","Heterosexual"
"S189","Opposite-sex_couple_001_v",9,2,8604,"green","Fiction",1,2,2,1,1,1456,-1,"Female","Heterosexual"
"S189","Opposite-sex_couple_042_h",10,2,9921,"blue","Reality",0,2,1,1,1,1451,-3,"Female","Heterosexual"
"S189","Male_006_v",11,2,14246,"blue","Reality",1,2,3,1,1,2198,2,"Female","Heterosexual"
"S189","Male_025_v",12,2,10950,"blue","Reality",0,3,4,1,1,4723,2,"Female","Heterosexual"
"S189","Male_004_v",13,2,10111,"blue","Reality",3,4,5,1,1,2655,-2,"Female","Heterosexual"
"S189","Male_020_v",14,2,8726,"green","Fiction",3,4,4,1,1,1628,-1,"Female","Heterosexual"
"S189","Opposite-sex_couple_013_h",15,2,13924,"green","Fiction",1,1,1,1,1,2282,2,"Female","Heterosexual"
"S189","Opposite-sex_couple_048_h",16,2,8310,"blue","Reality",0,1,1,1,1,2541,3,"Female","Heterosexual"
"S189","Male_001_v",17,2,7117,"blue","Reality",0,0,0,1,1,3267,-1,"Female","Heterosexual"
"S189","Opposite-sex_couple_024_h",18,2,8463,"blue","Reality",4,5,5,1,1,1374,3,"Female","Heterosexual"
"S189","Male_023_v",19,2,8368,"green","Fiction",1,4,5,1,1,2054,3,"Female","Heterosexual"
"S189","Male_007_h",20,2,7316,"blue","Reality",0,2,2,1,1,3899,1,"Female","Heterosexual"
"S189","Opposite-sex_couple_018_h",21,2,6710,"green","Fiction",2,4,4,1,1,1830,3,"Female","Heterosexual"
"S189","Male_021_h",22,2,18932,"green","Fiction",0,3,2,1,1,2537,2,"Female","Heterosexual"
"S189","Male_019_h",23,2,3663,"green","Fiction",0,1,1,1,1,1686,0,"Female","Heterosexual"
"S189","Male_002_v",24,2,7848,"green","Fiction",1,3,2,1,1,1694,1,"Female","Heterosexual"
"S189","Male_015_v",25,2,12493,"blue","Reality",1,3,4,1,1,1379,-1,"Female","Heterosexual"
"S189","Opposite-sex_couple_020_h",26,2,6266,"green","Fiction",3,4,5,1,1,2497,-2,"Female","Heterosexual"
"S189","Male_017_v",27,2,5713,"blue","Reality",1,2,2,1,1,2157,-2,"Female","Heterosexual"
"S189","Opposite-sex_couple_016_v",28,2,7093,"green","Fiction",1,3,3,1,1,2565,0,"Female","Heterosexual"
"S189","Male_009_v",29,2,9837,"blue","Reality",2,4,5,1,1,3671,2,"Female","Heterosexual"
"S189","Opposite-sex_couple_033_v",30,2,10415,"green","Fiction",2,3,3,1,1,1389,1,"Female","Heterosexual"
"S189","Opposite-sex_couple_007_h",31,2,9345,"blue","Reality",1,2,3,1,1,1550,2,"Female","Heterosexual"
"S189","Male_022_v",32,2,6795,"green","Fiction",3,5,5,1,1,3141,3,"Female","Heterosexual"
"S189","Opposite-sex_couple_014_h",33,2,9570,"blue","Reality",5,6,5,1,1,1770,3,"Female","Heterosexual"
"S189","Male_012_h",34,2,5873,"blue","Reality",3,5,6,1,1,1206,3,"Female","Heterosexual"
"S189","Opposite-sex_couple_002_h",35,2,8215,"green","Fiction",2,3,3,1,1,2486,0,"Female","Heterosexual"
"S189","Opposite-sex_couple_009_h",36,2,7445,"green","Fiction",3,4,3,1,1,2731,0,"Female","Heterosexual"
"S189","Male_024_h",37,2,8286,"blue","Reality",2,4,5,1,1,2170,-3,"Female","Heterosexual"
"S189","Male_013_v",38,2,10842,"blue","Reality",2,4,4,1,1,1739,1,"Female","Heterosexual"
"S189","Opposite-sex_couple_035_h",39,2,7362,"blue","Reality",0,2,3,1,1,2360,-2,"Female","Heterosexual"
"S189","Opposite-sex_couple_012_h",40,2,6774,"blue","Reality",5,6,6,1,1,1383,3,"Female","Heterosexual"
"S189","Male_014_v",41,2,15672,"green","Fiction",4,5,6,1,1,1962,3,"Female","Heterosexual"
"S189","Opposite-sex_couple_019_v",42,2,10485,"blue","Reality",0,4,5,1,1,2461,0,"Female","Heterosexual"
"S189","Opposite-sex_couple_011_h",43,2,15874,"green","Fiction",0,4,5,1,1,2693,0,"Female","Heterosexual"
"S189","Male_010_v",44,2,5751,"green","Fiction",2,4,4,1,1,1466,2,"Female","Heterosexual"
"S189","Opposite-sex_couple_022_v",45,2,10815,"green","Fiction",1,3,4,1,1,1914,1,"Female","Heterosexual"
"S189","Opposite-sex_couple_015_h",46,2,9326,"blue","Reality",1,3,4,1,1,2739,2,"Female","Heterosexual"
"S189","Opposite-sex_couple_025_h",47,2,7988,"green","Fiction",4,5,6,1,1,3383,3,"Female","Heterosexual"
"S189","Male_005_v",48,2,13911,"blue","Reality",0,2,2,1,1,1745,-3,"Female","Heterosexual"
"S189","Male_011_v",49,2,7063,"green","Fiction",3,6,6,1,1,1293,-1,"Female","Heterosexual"
"S189","Male_018_v",50,2,7745,"green","Fiction",0,5,6,1,1,4092,1,"Female","Heterosexual"
"S130","Male_012_h",1,2,9126,"green","Fiction",1,0,2,1,1,1149,2,"Male","Homosexual"
"S130","Male_couple_010_h",2,2,8313,"green","Fiction",1,2,5,1,1,2263,3,"Male","Homosexual"
"S130","Male_couple_012_v",3,2,6252,"blue","Reality",1,3,4,1,1,1734,2,"Male","Homosexual"
"S130","Male_couple_019_h",4,2,5157,"blue","Reality",0,0,0,1,1,2694,1,"Male","Homosexual"
"S130","Male_couple_003_v",5,2,4724,"green","Fiction",0,2,6,1,1,1783,-2,"Male","Homosexual"
"S130","Male_004_v",6,2,7359,"green","Fiction",3,2,3,1,1,1604,-1,"Male","Homosexual"
"S130","Male_003_v",7,2,6389,"green","Fiction",4,4,4,1,1,1536,-3,"Male","Homosexual"
"S130","Male_couple_021_h",8,2,5595,"green","Fiction",1,2,4,1,1,1301,-1,"Male","Homosexual"
"S130","Male_021_h",9,2,6533,"green","Fiction",0,2,3,1,1,1070,2,"Male","Homosexual"
"S130","Male_007_h",10,2,4946,"green","Fiction",0,0,1,1,1,1894,2,"Male","Homosexual"
"S130","Male_couple_016_h",11,2,5371,"blue","Reality",2,2,3,1,1,1499,-3,"Male","Homosexual"
"S130","Male_couple_009_v",12,2,5926,"green","Fiction",3,3,3,1,1,2107,3,"Male","Homosexual"
"S130","Male_020_v",13,2,8503,"blue","Reality",0,1,2,1,1,1446,-3,"Male","Homosexual"
"S130","Male_couple_015_v",14,2,6814,"blue","Reality",1,2,2,1,1,1087,3,"Male","Homosexual"
"S130","Male_008_v",15,2,7034,"blue","Reality",1,3,3,1,1,1204,-2,"Male","Homosexual"
"S130","Male_019_h",16,2,2828,"green","Fiction",0,0,0,1,1,1326,3,"Male","Homosexual"
"S130","Male_couple_022_v",17,2,4578,"green","Fiction",0,0,1,1,1,1035,3,"Male","Homosexual"
"S130","Male_018_v",18,2,5914,"blue","Reality",0,0,2,1,1,1249,-3,"Male","Homosexual"
"S130","Male_022_v",19,2,7857,"blue","Reality",2,2,2,1,1,1599,1,"Male","Homosexual"
"S130","Male_couple_013_h",20,2,6262,"blue","Reality",0,3,6,1,1,2883,2,"Male","Homosexual"
"S130","Male_couple_018_h",21,2,5957,"blue","Reality",0,1,6,1,1,954,2,"Male","Homosexual"
"S130","Male_couple_011_v",22,2,5252,"blue","Reality",0,0,2,1,1,1633,1,"Male","Homosexual"
"S130","Male_015_v",23,2,4977,"blue","Reality",0,1,1,1,1,1119,2,"Male","Homosexual"
"S130","Male_014_v",24,2,6922,"blue","Reality",0,2,2,1,1,1172,3,"Male","Homosexual"
"S130","Male_couple_020_h",25,2,8953,"green","Fiction",3,3,3,1,1,1106,3,"Male","Homosexual"
"S130","Male_016_v",26,2,6018,"blue","Reality",1,2,2,1,1,2087,2,"Male","Homosexual"
"S130","Male_couple_014_h",27,2,5349,"green","Fiction",2,2,2,1,1,973,3,"Male","Homosexual"
"S130","Male_couple_044_h",28,2,5132,"blue","Reality",1,2,3,1,1,1060,3,"Male","Homosexual"
"S130","Male_couple_029_h",29,2,4803,"green","Fiction",1,2,3,1,1,826,2,"Male","Homosexual"
"S130","Male_couple_023_v",30,2,6208,"blue","Reality",1,2,2,1,1,1706,-3,"Male","Homosexual"
"S130","Male_006_v",31,2,4710,"blue","Reality",1,2,2,1,1,1052,2,"Male","Homosexual"
"S130","Male_010_v",32,2,5607,"green","Fiction",1,2,2,1,1,1086,-1,"Male","Homosexual"
"S130","Male_013_v",33,2,4875,"green","Fiction",0,0,0,1,1,1719,2,"Male","Homosexual"
"S130","Male_couple_033_v",34,2,3371,"green","Fiction",0,0,0,1,1,1002,1,"Male","Homosexual"
"S130","Male_001_v",35,2,6040,"green","Fiction",1,2,2,1,1,1583,2,"Male","Homosexual"
"S130","Male_011_v",36,2,3991,"blue","Reality",0,0,0,1,1,1711,-1,"Male","Homosexual"
"S130","Male_couple_025_v",37,2,5292,"green","Fiction",1,2,2,1,1,1031,2,"Male","Homosexual"
"S130","Male_005_v",38,2,4610,"blue","Reality",0,0,0,1,1,1140,-3,"Male","Homosexual"
"S130","Male_025_v",39,2,2535,"green","Fiction",0,0,0,1,1,1175,1,"Male","Homosexual"
"S130","Male_024_h",40,2,3828,"blue","Reality",0,0,0,1,1,1090,-2,"Male","Homosexual"
"S130","Male_couple_047_h",41,2,4678,"blue","Reality",0,1,1,1,1,1259,-2,"Male","Homosexual"
"S130","Male_002_v",42,2,3342,"blue","Reality",0,0,0,1,1,4047,1,"Male","Homosexual"
"S130","Male_couple_002_h",43,2,3953,"blue","Reality",2,3,3,1,1,2268,2,"Male","Homosexual"
"S130","Male_couple_037_v",44,2,2546,"blue","Reality",0,0,0,1,1,7716,-1,"Male","Homosexual"
"S130","Male_couple_024_h",45,2,5884,"green","Fiction",0,1,1,1,1,1460,1,"Male","Homosexual"
"S130","Male_017_v",46,2,7324,"green","Fiction",3,4,4,1,1,1577,-3,"Male","Homosexual"
"S130","Male_couple_006_h",47,2,4808,"green","Fiction",0,1,2,1,1,1419,-3,"Male","Homosexual"
"S130","Male_009_v",48,2,3845,"green","Fiction",2,3,3,1,1,1281,-2,"Male","Homosexual"
"S130","Male_023_v",49,2,8205,"blue","Reality",1,1,1,1,1,1113,-1,"Male","Homosexual"
"S130","Male_couple_007_v",50,2,3299,"blue","Reality",0,0,1,1,1,1895,-2,"Male","Homosexual"
"S163","Female_014_v",1,2,7480,"red","Reality",4,5,3,1,1,1487,2,"Male","Heterosexual"
"S163","Female_011_h",2,2,7363,"green","Fiction",3,3,4,1,1,2311,-3,"Male","Heterosexual"
"S163","Opposite-sex_couple_018_h",3,2,9433,"green","Fiction",4,3,3,1,1,1645,2,"Male","Heterosexual"
"S163","Opposite-sex_couple_048_h",4,2,7799,"green","Fiction",1,2,2,1,1,1271,2,"Male","Heterosexual"
"S163","Opposite-sex_couple_020_h",5,2,5564,"green","Fiction",4,5,3,1,1,1353,1,"Male","Heterosexual"
"S163","Female_012_v",6,2,4424,"green","Fiction",3,2,3,1,1,1628,-1,"Male","Heterosexual"
"S163","Female_013_h",7,2,6946,"green","Fiction",2,2,4,1,1,1474,-2,"Male","Heterosexual"
"S163","Female_022_h",8,2,7530,"red","Reality",5,4,5,1,1,1510,2,"Male","Heterosexual"
"S163","Female_010_h",9,2,5753,"red","Reality",3,3,5,1,1,1404,1,"Male","Heterosexual"
"S163","Female_008_v",10,2,6976,"red","Reality",2,3,5,1,1,1918,-2,"Male","Heterosexual"
"S163","Female_019_h",11,2,4987,"green","Fiction",3,2,3,1,1,1319,-2,"Male","Heterosexual"
"S163","Female_007_v",12,2,7503,"red","Reality",1,1,2,1,1,1626,2,"Male","Heterosexual"
"S163","Female_015_v",13,2,6926,"red","Reality",0,2,2,1,1,1232,-2,"Male","Heterosexual"
"S163","Opposite-sex_couple_042_h",14,2,5738,"red","Reality",0,1,3,1,1,2884,1,"Male","Heterosexual"
"S163","Opposite-sex_couple_009_h",15,2,4908,"red","Reality",4,3,4,1,1,2108,1,"Male","Heterosexual"
"S163","Opposite-sex_couple_017_v",16,2,5560,"green","Fiction",2,3,2,1,1,2394,-1,"Male","Heterosexual"
"S163","Female_005_v",17,2,4993,"red","Reality",4,3,3,1,1,1578,1,"Male","Heterosexual"
"S163","Female_001_h",18,2,6318,"green","Fiction",0,1,3,1,1,1547,-2,"Male","Heterosexual"
"S163","Female_021_h",19,2,7160,"red","Reality",5,4,4,1,1,1472,-1,"Male","Heterosexual"
"S163","Opposite-sex_couple_007_h",20,2,5009,"red","Reality",0,3,4,1,1,1544,2,"Male","Heterosexual"
"S163","Female_003_v",21,2,4598,"red","Reality",5,5,5,1,1,1579,2,"Male","Heterosexual"
"S163","Opposite-sex_couple_005_h",22,2,5958,"green","Fiction",3,3,4,1,1,1525,-2,"Male","Heterosexual"
"S163","Opposite-sex_couple_002_h",23,2,5828,"green","Fiction",2,3,4,1,1,1887,-1,"Male","Heterosexual"
"S163","Opposite-sex_couple_001_v",24,2,8580,"red","Reality",0,4,4,1,1,2313,-2,"Male","Heterosexual"
"S163","Female_009_h",25,2,5053,"green","Fiction",4,4,5,1,1,1212,-2,"Male","Heterosexual"
"S163","Opposite-sex_couple_025_h",26,2,5214,"green","Fiction",5,5,5,1,1,1477,2,"Male","Heterosexual"
"S163","Opposite-sex_couple_024_h",27,2,6189,"red","Reality",4,5,5,1,1,1786,-2,"Male","Heterosexual"
"S163","Female_016_h",28,2,5684,"red","Reality",1,3,5,1,1,1247,-3,"Male","Heterosexual"
"S163","Female_024_v",29,2,4339,"green","Fiction",3,4,3,1,1,2272,-2,"Male","Heterosexual"
"S163","Female_025_h",30,2,4230,"red","Reality",2,5,5,1,1,1547,2,"Male","Heterosexual"
"S163","Female_002_h",31,2,4412,"green","Fiction",4,4,5,1,1,3487,-2,"Male","Heterosexual"
"S163","Opposite-sex_couple_012_h",32,2,6175,"red","Reality",4,5,4,1,1,1991,3,"Male","Heterosexual"
"S163","Female_018_h",33,2,3604,"green","Fiction",4,5,5,1,1,1511,-2,"Male","Heterosexual"
"S163","Opposite-sex_couple_008_h",34,2,6064,"red","Reality",3,4,5,1,1,1457,2,"Male","Heterosexual"
"S163","Opposite-sex_couple_016_v",35,2,7291,"green","Fiction",0,2,2,1,1,1593,-2,"Male","Heterosexual"
"S163","Female_017_v",36,2,3731,"green","Fiction",3,4,4,1,1,1721,-2,"Male","Heterosexual"
"S163","Opposite-sex_couple_035_h",37,2,5593,"red","Reality",0,3,5,1,1,3527,-1,"Male","Heterosexual"
"S163","Opposite-sex_couple_011_h",38,2,5666,"red","Reality",1,4,6,1,1,1517,1,"Male","Heterosexual"
"S163","Female_023_h",39,2,4408,"red","Reality",3,3,4,1,1,1471,-2,"Male","Heterosexual"
"S163","Female_004_v",40,2,3859,"green","Fiction",1,3,3,1,1,1441,2,"Male","Heterosexual"
"S163","Opposite-sex_couple_022_v",41,2,4071,"green","Fiction",0,2,3,1,1,2466,-1,"Male","Heterosexual"
"S163","Female_006_v",42,2,4099,"green","Fiction",2,3,5,1,1,2971,-2,"Male","Heterosexual"
"S163","Opposite-sex_couple_013_h",43,2,6842,"red","Reality",0,3,3,1,1,2102,3,"Male","Heterosexual"
"S163","Opposite-sex_couple_033_v",44,2,4415,"green","Fiction",2,4,4,1,1,1528,1,"Male","Heterosexual"
"S163","Opposite-sex_couple_023_h",45,2,4526,"green","Fiction",1,2,2,1,1,1786,-3,"Male","Heterosexual"
"S163","Opposite-sex_couple_014_h",46,2,4963,"red","Reality",4,4,5,1,1,1935,-2,"Male","Heterosexual"
"S163","Opposite-sex_couple_047_v",47,2,15028,"green","Fiction",0,3,4,1,1,1481,1,"Male","Heterosexual"
"S163","Female_020_v",48,2,4145,"red","Reality",4,5,5,1,1,1627,2,"Male","Heterosexual"
"S163","Opposite-sex_couple_019_v",49,2,4333,"red","Reality",0,3,5,1,1,1541,2,"Male","Heterosexual"
"S163","Opposite-sex_couple_015_h",50,2,5861,"red","Reality",3,4,4,1,1,1350,1,"Male","Heterosexual"
"S092","Opposite-sex_couple_033_v",1,2,15242,"red","Reality",0,1,3,1,1,842,3,"Female","Heterosexual"
"S092","Male_007_h",2,2,9073,"blue","Fiction",0,0,1,1,1,1440,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_018_h",3,2,18381,"blue","Fiction",0,2,2,1,1,921,3,"Female","Heterosexual"
"S092","Male_018_v",4,2,4813,"blue","Fiction",0,0,0,1,1,899,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_014_h",5,2,8245,"red","Reality",3,3,4,1,1,964,3,"Female","Heterosexual"
"S092","Male_019_h",6,2,4630,"blue","Fiction",0,0,0,1,1,960,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_016_v",7,2,4757,"blue","Fiction",0,0,4,1,1,1225,3,"Female","Heterosexual"
"S092","Male_004_v",8,2,7459,"blue","Fiction",0,4,4,1,1,810,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_012_h",9,2,4383,"red","Reality",0,0,0,1,1,1055,3,"Female","Heterosexual"
"S092","Male_001_v",10,2,3995,"blue","Fiction",0,0,0,1,1,881,3,"Female","Heterosexual"
"S092","Male_016_v",11,2,3685,"red","Reality",0,0,0,1,1,966,2,"Female","Heterosexual"
"S092","Opposite-sex_couple_025_h",12,2,7697,"blue","Fiction",4,4,4,1,1,4246,3,"Female","Heterosexual"
"S092","Male_015_v",13,2,5667,"blue","Fiction",0,6,5,1,1,1193,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_017_v",14,2,4374,"blue","Fiction",0,0,0,1,1,782,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_022_v",15,2,4055,"red","Reality",0,0,0,1,1,826,3,"Female","Heterosexual"
"S092","Male_023_v",16,2,7417,"red","Reality",0,5,5,1,1,958,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_007_h",17,2,5248,"blue","Fiction",0,0,3,1,1,1459,3,"Female","Heterosexual"
"S092","Male_006_v",18,2,3744,"red","Reality",0,0,0,1,1,765,3,"Female","Heterosexual"
"S092","Male_008_v",19,2,3256,"blue","Fiction",0,0,0,1,1,815,3,"Female","Heterosexual"
"S092","Male_012_h",20,2,3244,"blue","Fiction",0,0,0,1,1,2247,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_015_h",21,2,3853,"red","Reality",0,0,0,1,1,1129,3,"Female","Heterosexual"
"S092","Male_002_v",22,2,5921,"blue","Fiction",0,1,1,1,1,817,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_023_h",23,2,3906,"red","Reality",0,0,0,1,1,858,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_011_h",24,2,4361,"red","Reality",0,2,1,1,1,967,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_005_h",25,2,5155,"blue","Fiction",3,3,3,1,1,2769,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_019_v",26,2,6840,"red","Reality",0,2,6,1,1,2466,-3,"Female","Heterosexual"
"S092","Opposite-sex_couple_048_h",27,2,4912,"blue","Fiction",0,0,1,1,1,795,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_002_h",28,2,3979,"blue","Fiction",0,0,0,1,1,839,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_047_v",29,2,3189,"red","Reality",0,0,0,1,1,920,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_042_h",30,2,8381,"blue","Fiction",0,2,2,1,1,881,3,"Female","Heterosexual"
"S092","Male_020_v",31,2,2625,"red","Reality",0,0,0,1,1,3760,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_020_h",32,2,6220,"red","Reality",1,3,3,1,1,2314,2,"Female","Heterosexual"
"S092","Male_014_v",33,2,3520,"red","Reality",0,0,0,1,1,1118,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_001_v",34,2,4821,"red","Reality",0,0,1,1,1,1442,-2,"Female","Heterosexual"
"S092","Male_022_v",35,2,4755,"red","Reality",0,1,1,1,1,1079,3,"Female","Heterosexual"
"S092","Male_017_v",36,2,3777,"blue","Fiction",0,0,0,1,1,1052,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_024_h",37,2,3719,"blue","Fiction",1,1,2,1,1,1171,2,"Female","Heterosexual"
"S092","Male_009_v",38,2,4816,"red","Reality",0,2,2,1,1,1625,2,"Female","Heterosexual"
"S092","Opposite-sex_couple_035_h",39,2,7885,"blue","Fiction",0,1,4,1,1,1318,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_009_h",40,2,2814,"red","Reality",0,0,0,1,1,975,3,"Female","Heterosexual"
"S092","Opposite-sex_couple_013_h",41,2,22785,"blue","Fiction",0,0,0,1,1,908,3,"Female","Heterosexual"
"S092","Male_003_v",42,2,5387,"red","Reality",0,0,0,1,1,827,3,"Female","Heterosexual"
"S092","Male_021_h",43,2,20986,"red","Reality",0,0,0,1,1,7280,3,"Female","Heterosexual"
"S092","Male_005_v",44,2,4009,"red","Reality",0,0,0,1,1,928,3,"Female","Heterosexual"
"S092","Male_010_v",45,2,2249,"red","Reality",0,0,0,1,1,780,3,"Female","Heterosexual"
"S092","Male_024_h",46,2,3819,"red","Reality",0,1,1,1,1,2264,0,"Female","Heterosexual"
