Participant,Stimulus,Trial,Time,Gaze_x,Gaze_y,Type,Target_TopLeft_x,Target_TopLeft_y,Target_BottomRight_x,Target_BottomRight_y
S002,Opposite-sex_couple_007_h,2.0,1.646,743.0,492.0,Image,177.90000915527344,53.60000228881836,914.9000091552734,606.6000022888184
S002,Opposite-sex_couple_007_h,2.0,1.72,693.0,496.0,Image,177.90000915527344,53.60000228881836,914.9000091552734,606.6000022888184
S002,Opposite-sex_couple_007_h,2.0,1.796,664.0,485.0,Image,177.90000915527344,53.60000228881836,914.9000091552734,606.6000022888184
S002,Opposite-sex_couple_007_h,2.0,1.867,685.0,537.0,Image,177.90000915527344,53.60000228881836,914.9000091552734,606.6000022888184
S002,Opposite-sex_couple_007_h,2.0,1.942,707.0,559.0,Image,177.90000915527344,53.60000228881836,914.9000091552734,606.6000022888184
S002,Female_020_v,3.0,0.012,596.0,570.0,Fixation Cross,546.4000244140625,334.0,546.4000244140625,334.0
S002,Female_020_v,3.0,0.081,562.0,552.0,Fixation Cross,546.4000244140625,334.0,546.4000244140625,334.0
S002,Female_020_v,3.0,0.151,483.0,506.0,Fixation Cross,546.4000244140625,334.0,546.4000244140625,334.0
S002,Female_020_v,3.0,0.212,499.0,496.0,Fixation Cross,546.4000244140625,334.0,546.4000244140625,334.0
S002,Female_020_v,3.0,0.284,554.0,516.0,Fixation Cross,546.4000244140625,334.0,546.4000244140625,334.0
S002,Female_020_v,3.0,0.354,568.0,535.0,Fixation Cross,546.4000244140625,334.0,546.4000244140625,334.0
S002,Female_020_v,3.0,-0.186,527.0,523.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,-0.055,476.0,480.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,0.016,458.0,465.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,0.25,484.0,493.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,0.335,495.0,506.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,0.398,537.0,528.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,0.478,544.0,518.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,0.554,535.0,575.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,0.633,544.0,600.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,0.704,494.0,624.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,0.78,492.0,638.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,0.862,489.0,657.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,0.935,560.0,687.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.007,500.0,670.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.08,495.0,666.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.163,510.0,682.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.25,558.0,698.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.322,572.0,686.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.391,572.0,695.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.466,577.0,695.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.551,587.0,704.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.621,656.0,722.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.694,591.0,719.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.77,522.0,715.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.845,527.0,707.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_020_v,3.0,1.912,512.0,698.0,Image,339.3999938964844,53.60000228881836,753.3999938964844,606.6000022888184
S002,Female_005_v,4.0,0.013,578.0,603.0,Fixation Cross,546.4000244140625,334.0,546.4000244140625,334.0
S002,Female_005_v,4.0,0.071,571.0,553.0,Fixation Cross,546.4000244140625,334.0,546.4000244140625,334.0
S002,Female_005_v,4.0,0.152,610.0,536.0,Fixation Cross,546.4000244140625,334.0,546.4000244140625,334.0
S002,Female_005_v,4.0,0.222,660.0,533.0,Fixation Cross,546.4000244140625,334.0,546.4000244140625,334.0
S002,Female_005_v,4.0,0.287,671.0,530.0,Fixation Cross,546.4000244140625,334.0,546.4000244140625,334.0
