"Participant","Experiment_Duration","Date","Time","Browser","Mobile","Platform","Screen_Width","Screen_Height","Source","Gender","Age","Education","Student","Discipline","Ethnicity","Country","SexualOrientation","SexualStatus","StimuliChoice","Bait_Duration","BAIT_InterestingAI","BAIT_ImageDistinctionBad","BAIT_ImitatingReality","BAIT_UnderstandingAI","BAIT_Benefit","BAIT_ExpertAI","BAIT_InnovativeAI","BAIT_ImageDistinctionEasy","BAIT_UserAI","BAIT_ImpersonalAI","BAIT_Dangerous","BAIT_TextIssues","BAIT_ImagesIssues","BAIT_Worry","BAIT_TextDifferentiation","BAIT_Exciting","BAIT_UniqueHuman","BAIT_ImagesRealistic","BAIT_VideosIssues","BAIT_TrustHuman","BAIT_PreferenceHuman","BAIT_ContentDetection","BAIT_VideosRealistic","BAIT_TextRealistic","BAIT_EnvironmentReal","BAIT_EmotionalHuman","COPS_Duration","SexualActivity","COPS_Frequency","Feedback_NoFacesAttractive","Feedback_SomeFacesAttractive","Feedback_AIMoreAttractive","Feedback_AILessAttractive","Feedback_NoImagesArousing","Feedback_SomeImagesArousing","Feedback_AIMoreArousing","Feedback_AILessArousing","Feedback_DiffObvious","Feedback_DiffSubtle","Feedback_DiffNone","Feedback_LabelsIncorrect","Feedback_LabelsReversed","Feedback_AllReal","Feedback_AllFake","Feedback_AllRealConfidence","Feedback_AllFakeConfidence","Feedback_Enjoyment","Feedback_Text","Instruction_Duration1","Instruction_Duration2","Eyetracking_Validation1_Mean","Eyetracking_Validation1_Max","Eyetracking_Validation1_Min","Eyetracking_Validation1_Distance","Eyetracking_Validation2_Mean","Eyetracking_Validation2_Max","Eyetracking_Validation2_Min","Eyetracking_Validation2_Distance","version","Screen_Size"
"S075",37.4207666666667,"13/02/2025","10:46:38","chrome","False","Windows 10",1366,641,"prolific","Female",28,"Bachelor","False","Arts and Humanities","Black","Prefer not to say","Heterosexual","Single and not open to dating","Prefer not to say",3.62715,1,2,6,1,1,0,1,1,3,2,1,4,2,2,3,5,4,5,4,0,0,1,5,2,5,3,0.4328,"within the last week","2. I viewed pornography twice in the past 30 days","True","False","True","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"Im from South Africa. The drop down was not allowing me to enter my country",167.673,36.113,17.0812994476788,43.3333333333333,0,82.9908732178922,2.98692973692974,12.5,0,88.043931332983,"old",935.738211253554
"S076",22.1132333333333,"13/02/2025","11:21:27","chrome","False","Windows 10",1280,559,"prolific","Female",27,"Master","True","Other","Mixed","Prefer not to say","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.71856666666667,2,1,3,4,5,4,4,4,6,5,3,5,4,6,2,4,4,4,4,4,3,4,4,2,4,3,0.362733333333333,"within the last 3 days","3. I viewed pornography weekly","False","True","False","False","False","False","False","False","False","False","True","False","False","True","False",3,NA,2,"",80.895,30.17,9.0640582656408,23.4042553191489,0,134.021740779093,1.66666666666667,11.9047619047619,0,116.534182276715,"old",845.884152824723
"S077",24.3626,"17/02/2025","07:02:03","chrome","False","Windows 10",1366,607,"prolific","Male",26,"High school","False","Prefer not to say","White","United States","Heterosexual","Single and open to dating","Prefer not to say",0.882783333333333,5,4,4,4,5,4,4,4,4,5,5,5,5,3,4,4,4,5,5,5,4,4,5,5,3,5,0.5449,"within the last year","3. I viewed pornography weekly","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"it was great. thanks",5.961,23.67,10.0604466592839,36.1111111111111,0,72.9575063535502,2.44482140310125,13.8888888888889,0,132.155943814479,"old",910.583329520149
"S078",19.6940166666667,"17/02/2025","14:57:37","chrome","False","Windows 10",1920,919,"prolific","Female",26,"Bachelor","False","Arts and Humanities","White","United Kingdom","Bisexual","In a relationship and not open to dating","Women (and heterosexual couples)",1.91105,3,3,3,4,4,1,5,2,4,2,3,2,2,4,3,5,4,5,4,5,3,3,5,4,4,0,0.209766666666667,"less than 24h ago","4. I viewed pornography multiple times a week","True","False","False","False","False","False","False","False","False","False","True","True","False","False","False",NA,NA,3,"",31.088,22.653,25.8050847457627,75,0,36.8191203020411,21.864406779661,55.9322033898305,0,56.9827926407869,"old",1328.33730656035
"S079",61.3970833333333,"17/02/2025","17:34:40","chrome","False","Windows 10",1366,599,"prolific","Male",33,"Bachelor","False","Business, Economics","Black","South Africa","Heterosexual","Single and open to dating","Prefer not to say",20.3707166666667,4,2,5,5,5,4,5,4,5,3,3,3,3,4,3,4,4,4,5,5,4,3,4,4,5,4,0.473883333333333,"less than 24h ago","3. I viewed pornography weekly","False","True","False","True","False","False","False","False","False","False","True","True","False","False","False",NA,NA,4,"nothing else just an interesting study.",957.414,38.322,3.33333333333333,33.3333333333333,0,52.4458809796446,0,0,0,77.9006829404547,"old",904.562877858693
"S080",22.1019333333333,"17/02/2025","17:41:43","edge-chromium","False","Mac OS",1462,800,"prolific","Male",47,"Bachelor","False","Engineering, Computer Science","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.11833333333333,2,3,4,5,5,3,2,2,3,4,2,4,2,2,3,4,4,5,3,5,4,3,5,2,4,4,0.3557,"less than 24h ago","3. I viewed pornography weekly","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,3,"",36.413,16.389,3.03954802259887,13.5593220338983,0,140.109288602606,0,0,0,214.718627548009,"old",1081.48046676766
"S081",20.2260833333333,"17/02/2025","18:11:40","edge-chromium","False","Windows 10",1528,738,"prolific","Female",23,"Bachelor","False","Business, Economics","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.0635,3,3,5,4,4,2,5,2,4,2,3,1,4,2,6,6,2,6,4,2,3,2,5,6,5,6,0.1943,"within the last month","2. I viewed pornography twice in the past 30 days","False","True","False","False","False","False","False","False","False","False","True","True","False","True","False",4,NA,4,"It was a very interesting and unique study. ",9.429,11.765,13.9962010520164,72.4137931034483,0,59.2753696717849,13.3720098024137,35.5932203389831,0,93.8785718878637,"old",1061.91525085574
"S082",19.3310833333333,"17/02/2025","18:46:09","chrome","False","Windows 10",1536,695,"prolific","Male",41,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",0.9219,4,3,2,3,3,0,2,1,2,2,2,2,1,3,5,5,6,5,2,2,2,3,1,4,5,4,0.153116666666667,"less than 24h ago","1. I viewed pornography once in the past 30 days","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"NO",28.952,9.1,7.84397615351126,23.5294117647059,0,178.817756687476,4.48139483065954,15.625,0,226.670669914197,"old",1033.20859462163
"S083",24.5785666666667,"17/02/2025","19:24:48","chrome","False","Windows 10",1366,641,"prolific","Female",26,"Bachelor","True","Literature, Languages","Black","South Africa","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.75895,4,6,4,1,6,0,5,1,2,4,6,4,0,2,4,6,3,6,3,5,5,6,3,4,5,2,0.305366666666667,"within the last year","3. I viewed pornography weekly","False","True","False","False","False","False","False","False","False","False","True","True","False","True","False",5,NA,4,"My eyes were painful",91.012,30.008,5.16666666666667,25,0,77.6669010269898,5.24675324675325,20,0,87.9752261235233,"old",935.738211253554
"S084",22.3902333333333,"18/02/2025","15:47:02","chrome","False","Windows 10",2048,1030,"prolific","Male",48,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",2.43516666666667,0,3,4,3,4,0,0,3,3,6,6,3,1,6,2,5,6,4,3,6,6,3,4,1,2,6,0.31085,"less than 24h ago","5. I viewed pornography daily","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"",66.429,17.008,0,0,0,61.274222335113,17.4547048509643,55.1724137931034,0,70.8797516367076,"old",1452.39113189251
"S085",36.1136,"18/02/2025","17:24:57","chrome","False","Windows 10",1366,641,"prolific","Female",28,"Bachelor","False","Literature, Languages","Black","South Africa","Heterosexual","Single and open to dating","Prefer not to say",4.17228333333333,3,1,2,4,5,1,5,4,4,5,3,6,5,1,0,6,4,3,6,6,5,5,3,1,1,5,0.8543,"within the last week","3. I viewed pornography weekly","False","True","False","True","False","False","False","False","False","False","True","True","False","True","False",4,NA,4,"The experiment is very fun in a challenging manner.",183.852,51.555,4,20,0,112.581336458512,0,0,0,96.2762074432606,"old",935.738211253554
"S086",28.9621,"18/02/2025","17:25:12","chrome","False","Mac OS",1181,546,"prolific","Female",25,"Bachelor","True","Biology, Chemistry, Physics","Black","South Africa","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.80791666666667,4,2,0,4,1,4,0,5,6,6,6,6,5,6,2,4,6,1,6,6,6,5,2,1,2,6,0.293233333333333,"within the last 3 days","0. I haven't viewed pornography in the past 30 days","False","True","False","True","False","False","False","False","False","False","False","True","False","False","False",NA,NA,4,"",106.944,33.223,6.92937853107345,27.1186440677966,0,100.911940799682,4.88135593220339,18.6440677966102,0,97.1984510731702,"old",803.010585235338
"S087",34.9374666666667,"18/02/2025","17:27:00","chrome","False","Windows 10",1536,730,"prolific","Female",28,"Bachelor","False","Medicine","Black","South Africa","Heterosexual","In a relationship and not open to dating","Prefer not to say",3.52298333333333,3,3,3,2,4,2,4,3,1,4,3,5,3,3,4,5,2,4,1,4,4,4,4,4,4,3,0.477233333333333,"within the last year","0. I haven't viewed pornography in the past 30 days","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"Quite interesting and would like to know the results of the study",153.684,49.786,5.7090395480226,31.6666666666667,0,89.3296183316902,2.52824858757062,8.33333333333333,0,121.339837728481,"old",1058.90509489756
"S089",32.4335,"20/02/2025","12:01:15","chrome","False","Windows 10",1536,735,"prolific","Female",31,"Bachelor","False","Other","Black","South Africa","Heterosexual","In a relationship and not open to dating","Prefer not to say",4.22995,6,6,6,6,6,3,5,3,6,4,0,2,5,0,6,6,5,6,2,2,6,6,6,6,6,0,0.572283333333333,"within the last 3 days","3. I viewed pornography weekly","False","True","True","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"Thank you i enjoyed so much",108.467,55.469,13.1587510252694,41.6666666666667,0,71.9092408765356,6.73202614379085,55.5555555555556,0,69.3636779652024,"old",1062.52529381658
"S090",23.8407166666667,"20/02/2025","12:27:18","chrome","False","Linux",1294,620,"prolific","Male",48,"Other","Prefer not to say","Prefer not to say","White","South Africa","Heterosexual","In a relationship and not open to dating","Prefer not to say",3.9613,3,3,5,4,4,2,4,2,4,3,4,4,2,1,3,6,5,5,5,2,5,4,4,4,4,2,0.514,"less than 24h ago","4. I viewed pornography multiple times a week","False","True","True","False","False","False","False","False","False","False","True","False","False","True","False",1,NA,4,"",7.611,39.313,9.31550750048704,38.3333333333333,0,51.4059730319259,15.6181672767541,44.0677966101695,3.50877192982456,64.8882284590545,"old",895.700842915758
"S091",28.7559166666667,"20/02/2025","16:49:19","chrome","False","Windows 10",1280,551,"prolific","Female",25,"Bachelor","True","Business, Economics","Black","South Africa","Heterosexual","Single and open to dating","Prefer not to say",2.49776666666667,1,4,2,4,1,3,4,2,4,5,6,5,2,5,3,3,6,3,6,4,5,2,2,2,5,6,0.345233333333333,"within the last month","0. I haven't viewed pornography in the past 30 days","False","True","False","True","False","False","False","False","False","False","True","True","False","True","False",3,NA,4,"",66.197,33.643,25.4416996047431,72,0,44.0768696735388,11.926374064532,61.5384615384615,0,61.1953967578565,"old",839.809502208685
"S092",31.0090166666667,"20/02/2025","16:49:37","chrome","False","Windows 10",1536,791,"prolific","Female",29,"Bachelor","False","Arts and Humanities","Black","South Africa","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.05541666666667,4,2,1,3,2,1,4,5,3,3,5,3,4,6,4,3,5,0,4,3,4,4,3,4,3,1,0.332033333333333,"more than a year ago","0. I haven't viewed pornography in the past 30 days","True","False","True","False","False","False","False","False","False","False","False","True","False","True","False",4,NA,2,"",84.121,10.128,2.54237288135593,23.728813559322,0,50.5629365107284,8.74858757062147,33.3333333333333,0,78.1029190496014,"old",1102.25949757759
"S093",31.0143166666667,"20/02/2025","17:08:56","chrome","False","Windows 10",1366,633,"prolific","Male",51,"Master","False","Engineering, Computer Science","Black","South Africa","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.24636666666667,5,6,5,4,5,5,5,1,6,5,5,1,1,5,6,5,1,6,2,6,5,3,6,6,5,5,0.65835,"within the last 3 days","2. I viewed pornography twice in the past 30 days","False","True","True","False","False","False","False","False","False","False","True","False","False","True","False",4,NA,4,"",207.681,40.163,3.49292929292929,21.8181818181818,0,58.5660581916918,6.58681860270738,22.8070175438596,0,68.3293117055663,"old",929.880637501395
"S094",36.3435666666667,"21/02/2025","12:11:57","chrome","False","Windows 10",1366,633,"prolific","Female",40,"Bachelor","False","Literature, Languages","Black","South Africa","Heterosexual","Single and open to dating","Prefer not to say",1.98268333333333,6,3,3,3,5,4,6,3,6,3,0,3,5,2,4,6,3,6,3,3,4,4,4,5,6,4,0.382633333333333,"within the last week","4. I viewed pornography multiple times a week","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"this study was very interesting.",73.399,23.568,1.29166666666667,6.66666666666667,0,112.168374697527,0.865546218487395,2.94117647058824,0,215.03269280012,"old",929.880637501395
"S095",21.6300833333333,"21/02/2025","12:15:19","edge-chromium","False","Windows 10",759,698,"prolific","Female",20,"High school","True","Prefer not to say","Black","South Africa","Heterosexual","Single and open to dating","Prefer not to say",1.11921666666667,3,4,4,4,3,3,4,1,4,5,5,4,5,5,4,6,3,4,4,4,3,5,4,5,3,4,0.32575,"more than a year ago","0. I haven't viewed pornography in the past 30 days","False","True","True","True","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"",14.191,16.672,0,0,0,152.885747882586,1.42261159783062,5.88235294117647,0,298.787366615706,"old",727.861250514135
"S096",44.2864833333333,"21/02/2025","12:24:12","chrome","False","Windows 10",1366,607,"prolific","Male",44,"Bachelor","False","Engineering, Computer Science","Black","South Africa","Heterosexual","In a relationship and not open to dating","Prefer not to say",4.94511666666667,3,4,5,6,3,3,6,3,4,2,6,6,0,4,4,4,6,4,0,6,6,6,5,6,6,6,0.8841,"less than 24h ago","4. I viewed pornography multiple times a week","False","True","True","False","False","False","False","False","False","False","True","False","False","True","False",5,NA,4,"",366.871,98.796,9.5515873015873,28.5714285714286,0,128.952029923072,8.61111111111111,25,0,76.6527776093331,"old",910.583329520149
"S098",39.9350166666667,"24/02/2025","14:33:20","chrome","False","Windows 10",1366,633,"prolific","Male",32,"Bachelor","False","Business, Economics","Black","South Africa","Heterosexual","In a relationship and not open to dating","Prefer not to say",3.6854,0,0,3,6,2,5,0,4,6,5,4,6,4,4,0,6,6,4,0,6,6,5,4,5,5,6,0.58445,"within the last 3 days","2. I viewed pornography twice in the past 30 days","True","False","False","False","False","False","False","False","False","False","True","True","False","True","False",2,NA,4,"Nothing at the moment.",138.763,48.023,9.42670401493931,38.2352941176471,0,88.9716388506118,7.25463554987212,50,0,90.0622383902076,"old",929.880637501395
"S099",19.4889333333333,"24/02/2025","15:40:10","chrome","False","Windows 10",1920,919,"prolific","Male",63,"High school","False","Prefer not to say","White","United Kingdom","Bisexual","In a relationship and not open to dating","Women (and heterosexual couples)",1.52738333333333,3,5,4,1,1,0,6,1,0,6,6,4,0,6,3,3,6,6,0,6,5,4,5,3,4,3,0.3345,"more than a year ago","0. I haven't viewed pornography in the past 30 days","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"",57.574,26.147,15.9210233592881,55.1724137931034,0,88.7474080923379,3.72577996715928,26.6666666666667,0,121.713018154801,"old",1328.33730656035
"S100",20.6155833333333,"24/02/2025","16:46:48","chrome","False","Windows 10",1397,621,"prolific","Female",29,"Doctorate","Prefer not to say","Biology, Chemistry, Physics","White","United Kingdom","Bisexual","In a relationship and not open to dating","Men (and heterosexual couples)",1.39311666666667,1,2,2,2,4,0,1,4,1,4,4,2,4,5,4,5,5,4,4,5,6,3,2,5,4,4,0.208733333333333,"less than 24h ago","3. I viewed pornography weekly","True","False","False","False","False","False","False","False","False","False","True","False","False","True","False",4,NA,3,NA,74.997,16.388,5.39202551834131,36.3636363636364,0,71.8666036788458,8.78787878787879,54.5454545454545,0,62.6989059588214,"old",931.416662938773
"S101",28.9755666666667,"25/02/2025","11:37:17","firefox","False","Windows 10",1366,643,"prolific","Female",60,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",3.06313333333333,3,6,3,1,3,0,3,0,0,3,1,3,3,3,6,2,3,4,3,3,4,1,2,3,3,3,0.279233333333333,"less than 24h ago","0. I haven't viewed pornography in the past 30 days","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,2,"",130.815,50.371,20,100,0,0.776115049871548,20,100,0,0.200015943242086,"old",937.196884331142
"S102",17.90715,"25/02/2025","12:44:18","chrome","False","Windows 10",3840,1890,"prolific","Male",32,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.5385,3,2,4,2,4,1,4,4,1,4,5,4,4,4,3,5,3,4,4,4,4,4,3,3,4,3,0.247566666666667,"less than 24h ago","5. I viewed pornography daily","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False",NA,NA,4,"",63.059,23.005,3.062536528346,23.728813559322,0,56.4303740791725,6.61016949152542,45.7627118644068,0,74.4707691318497,"old",2693.99331847724
"S103",23.29785,"25/02/2025","16:14:30","chrome","False","Windows 10",1920,919,"prolific","Male",47,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",3.93388333333333,3,4,3,3,4,2,4,2,3,4,5,4,3,4,3,4,5,4,4,5,5,3,4,5,2,4,0.349783333333333,"within the last week","3. I viewed pornography weekly","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"",48.426,18.626,2.36158192090395,16.9491525423729,0,141.946524202854,0.675141242937853,5.08474576271187,0,190.404027516074,"old",1328.33730656035
"S104",34.0598833333333,"25/02/2025","16:47:17","chrome","False","Windows 10",1366,641,"prolific","Male",38,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.73775,1,3,4,4,3,1,2,2,6,5,5,2,2,6,4,6,6,6,4,4,6,4,6,2,2,5,0.272633333333333,"within the last 3 days","4. I viewed pornography multiple times a week","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"",45.31,15.202,0,0,0,62.013524633115,0,0,0,71.3597127962016,"old",935.738211253554
"S105",23.4087166666667,"25/02/2025","16:59:32","chrome","False","Chrome OS",1366,633,"prolific","Female",27,"Bachelor","False","Psychology, Neuroscience","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.36178333333333,2,5,4,2,4,0,6,2,3,5,4,3,4,4,4,4,5,6,1,4,6,2,6,4,6,4,0.20165,"within the last 3 days","2. I viewed pornography twice in the past 30 days","True","False","False","False","False","False","False","False","False","False","True","True","False","True","False",2,NA,3,"",53.695,16.438,2.43931475029036,9.75609756097561,0,92.5050546825842,2.63906372934697,17.5,0,108.356823120183,"old",929.880637501395
"S106",24.0796166666667,"26/02/2025","05:44:26","chrome","False","Windows 10",1280,593,"prolific","Female",63,"High school","False","Prefer not to say","White","United States","Heterosexual","Single and not open to dating","Prefer not to say",2.45388333333333,1,6,6,4,3,3,4,2,6,1,2,3,0,3,4,6,4,6,1,1,4,4,6,6,6,1,0.228216666666667,"more than a year ago","0. I haven't viewed pornography in the past 30 days","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False",3,NA,2,"",135.262,35.051,4.70621468926554,16.9491525423729,0,65.2421273334428,4.2090395480226,20.3389830508475,0,114.309240406513,"old",871.229016963967
"S107",31.3726333333333,"26/02/2025","11:42:13","chrome","False","Windows 10",1536,730,"prolific","Male",41,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",3.54891666666667,4,3,6,3,6,2,5,3,5,2,1,5,0,1,4,6,2,6,6,5,4,1,6,4,6,6,0.25005,"less than 24h ago","5. I viewed pornography daily","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"excellent brilliant study",215.195,41.038,11.2542372881356,55,0,60.2879701517802,0.677966101694915,5.08474576271187,0,68.3233896656995,"old",1058.90509489756
"S108",22.8610833333333,"26/02/2025","12:22:18","edge-chromium","False","Windows 10",1528,738,"prolific","Male",18,"High school","True","Prefer not to say","South Asian","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",1.92451666666667,3,2,4,2,4,2,4,3,6,2,2,5,4,4,3,6,5,5,6,3,4,5,2,2,6,5,0.16625,"less than 24h ago","4. I viewed pornography multiple times a week","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False",3,NA,4,"",115.814,14.08,1.36206896551724,8.62068965517241,0,136.369307427538,4.36460159750633,21.6666666666667,0,140.445928793332,"old",1061.91525085574
"S109",16.1327833333333,"26/02/2025","12:45:41","chrome","False","Mac OS",1440,788,"prolific","Female",31,"High school","False","Prefer not to say","Southeast Asian","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.69826666666667,4,4,4,4,4,3,4,2,6,4,4,4,2,2,4,4,5,5,3,5,5,4,5,4,4,2,0.252516666666667,"within the last week","3. I viewed pornography weekly","True","False","True","False","False","False","False","False","False","False","True","False","True","False","False",NA,NA,4,"",60.001,17.453,8.38106370543542,44.8275862068966,0,67.7442712603808,0.836158192090396,6.66666666666667,0,93.5878013356598,"old",1065.23236901626
"S110",17.1703,"26/02/2025","13:34:46","safari","False","Mac OS",1440,820,"prolific","Female",27,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.35521666666667,0,3,4,6,6,0,6,5,6,6,5,6,4,3,0,6,5,5,6,3,6,6,3,3,6,5,0.219916666666667,"within the last month","1. I viewed pornography once in the past 30 days","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False",NA,NA,4,"",51.536,20.503,2.35294117647059,20.5882352941176,0,113.664722274879,2.57983193277311,22.8571428571429,0,153.854281864165,"old",1086.64621657649
"S111",32.1720666666667,"26/02/2025","13:35:03","edge-chromium","False","Windows 10",1488,786,"prolific","Female",52,"Bachelor","False","Engineering, Computer Science","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",3.51246666666667,3,2,2,3,4,0,2,3,2,4,2,5,1,5,1,5,4,5,1,6,6,3,5,3,4,4,0.50635,"less than 24h ago","0. I haven't viewed pornography in the past 30 days","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,3,"",80.904,35.346,9.35982603019423,25.4237288135593,0,73.3258943302864,7.46905985009279,22.8070175438596,0,113.707003316789,"old",1081.46567213204
"S112",19.368,"26/02/2025","13:39:15","chrome","False","Linux",2048,1007,"prolific","Male",39,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.55278333333333,0,5,0,1,3,0,1,1,0,1,1,3,1,2,5,2,5,5,3,5,5,2,4,2,1,3,0.14575,"within the last year","2. I viewed pornography twice in the past 30 days","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"",52.697,14.561,2.03389830508475,13.5593220338983,0,116.556359212827,5.60490940970193,23.728813559322,0,127.604891294331,"old",1436.08356302828
"S113",29.4943666666667,"26/02/2025","13:42:35","chrome","False","Windows 10",1600,731,"prolific","Female",26,"Master","True","Engineering, Computer Science","White","United Kingdom","Bisexual","In a relationship and not open to dating","Men (and heterosexual couples)",3.48946666666667,6,3,4,6,5,2,5,2,6,2,0,5,3,0,2,6,5,5,2,4,0,6,6,3,5,5,0.204683333333333,"within the last week","3. I viewed pornography weekly","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False",NA,NA,4,"Are you doing any more like this? I enjoyed it",71.168,56.757,2.03389830508475,10.1694915254237,0,88.1345206435525,6.60481200077927,22.0338983050847,0,111.17488875841,"old",1081.48046676766
"S114",17.1311833333333,"26/02/2025","14:08:48","edge-chromium","False","Windows 10",1392,774,"prolific","Male",24,"Bachelor","False","Other","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.14615,2,3,4,4,3,4,4,4,5,4,5,5,5,5,2,4,6,4,5,5,6,5,4,4,4,5,0.225233333333333,"within the last 3 days","0. I haven't viewed pornography in the past 30 days","True","False","False","False","False","False","False","False","False","False","True","False","False","True","False",4,NA,3,"",15.294,10.015,12.5702864137821,44.2307692307692,0,124.496802411908,9.29553464564411,28,0,108.86719241194,"old",1037.98265881468
"S115",29.7507333333333,"26/02/2025","14:28:53","edge-chromium","False","Windows 10",1528,738,"prolific","Male",61,"High school","False","Prefer not to say","White","Ireland","Heterosexual","Single and open to dating","Prefer not to say",2.89023333333333,4,3,4,3,5,1,5,2,2,4,2,2,2,2,5,5,4,6,4,1,2,2,6,5,5,3,0.401333333333333,"within the last year","4. I viewed pornography multiple times a week","False","True","False","False","False","False","False","False","False","False","True","False","False","True","False",3,NA,4,"No",148.327,35.179,6.87158427922524,22.8070175438596,0,87.2108558685571,7.52263072936579,23.728813559322,0,99.0380595970604,"old",1061.91525085574
"S116",40.6404833333333,"28/02/2025","10:24:39","chrome","False","Windows 10",1920,929,"prolific","Male",22,"High school","False","Prefer not to say","Black","United States","Heterosexual","Single and open to dating","Prefer not to say",0.655383333333333,2,2,2,5,3,2,5,2,5,3,6,4,3,6,2,5,4,3,5,5,3,4,4,4,3,2,0.36315,"within the last 3 days","0. I haven't viewed pornography in the past 30 days","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,2,"",34.155,17.714,8.21428571428571,28.5714285714286,0,195.878837331783,7.5,25,0,220.153512584652,"old",1335.54483264322
"S117",28.4655833333333,"28/02/2025","10:31:44","edge-chromium","False","Windows 10",1311,644,"prolific","Male",36,"Bachelor","False","Engineering, Computer Science","Black","United States","Bisexual","In a relationship and not open to dating","Women (and heterosexual couples)",2.2239,1,3,5,4,4,2,3,2,3,4,3,3,2,5,2,4,6,5,5,6,6,4,1,3,4,5,0.414866666666667,"within the last week","4. I viewed pornography multiple times a week","False","True","False","False","False","False","False","False","False","False","True","True","False","False","False",NA,NA,4,"",77.8,13.742,0.227272727272727,2.27272727272727,0,99.9804784441465,3.56110907210303,23.5294117647059,0,97.6487537437428,"old",918.849280350156
"S118",30.745,"28/02/2025","10:39:26","chrome","False","Mac OS",1470,798,"prolific","Female",31,"Bachelor","False","Medicine","Black","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",4.81421666666667,3,1,0,2,5,3,4,4,6,4,1,6,6,6,2,5,6,4,5,6,6,3,5,0,5,3,0.320916666666667,"within the last 3 days","0. I haven't viewed pornography in the past 30 days","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False",4,NA,2,"",118.282,29.879,1.00847457627119,5,0,146.138330572448,2.85593220338983,15,0,153.75466933088,"old",1083.07894449112
"S119",34.8721666666667,"28/02/2025","11:15:19","chrome","False","Windows 10",1280,585,"prolific","Male",44,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",5.2958,3,6,5,0,6,0,5,0,1,2,0,3,3,0,6,6,3,5,0,0,3,3,4,3,4,3,0.482216666666667,"less than 24h ago","4. I viewed pornography multiple times a week","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"filthy yet satisfying thank you",165.022,58.952,1.67763157894737,10.5263157894737,0,85.7660803699191,5.03839143312828,14.2857142857143,0,71.6982460815358,"old",865.332306111357
