"Participant","Experiment_Duration","Date","Time","Browser","Mobile","Platform","Screen_Width","Screen_Height","Source","Gender","Age","Education","Student","Discipline","Ethnicity","Country","SexualOrientation","SexualStatus","StimuliChoice","Bait_Duration","BAIT_InterestingAI","BAIT_ImageDistinctionBad","BAIT_ImitatingReality","BAIT_UnderstandingAI","BAIT_Benefit","BAIT_ExpertAI","BAIT_InnovativeAI","BAIT_ImageDistinctionEasy","BAIT_UserAI","BAIT_ImpersonalAI","BAIT_Dangerous","BAIT_TextIssues","BAIT_ImagesIssues","BAIT_Worry","BAIT_TextDifferentiation","BAIT_Exciting","BAIT_UniqueHuman","BAIT_ImagesRealistic","BAIT_VideosIssues","BAIT_TrustHuman","BAIT_PreferenceHuman","BAIT_ContentDetection","BAIT_VideosRealistic","BAIT_TextRealistic","BAIT_EnvironmentReal","BAIT_EmotionalHuman","COPS_Duration","SexualActivity","COPS_Frequency","Feedback_NoFacesAttractive","Feedback_SomeFacesAttractive","Feedback_AIMoreAttractive","Feedback_AILessAttractive","Feedback_NoImagesArousing","Feedback_SomeImagesArousing","Feedback_AIMoreArousing","Feedback_AILessArousing","Feedback_DiffObvious","Feedback_DiffSubtle","Feedback_DiffNone","Feedback_LabelsIncorrect","Feedback_LabelsReversed","Feedback_AllReal","Feedback_AllFake","Feedback_AllRealConfidence","Feedback_AllFakeConfidence","Feedback_Enjoyment","Feedback_Text","Instruction_Duration1","Instruction_Duration2","Eyetracking_Validation1_Mean","Eyetracking_Validation1_Max","Eyetracking_Validation1_Min","Eyetracking_Validation1_Distance","Eyetracking_Validation2_Mean","Eyetracking_Validation2_Max","Eyetracking_Validation2_Min","Eyetracking_Validation2_Distance","version","Screen_Size"
"S166",19.6162833333333,"10/03/2025","10:42:50","chrome","False","Windows 10",1536,703,"prolific","Male",28,"Bachelor","True","Business, Economics","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.55861666666667,3,2,3,4,3,2,3,3,2,3,4,3,5,3,3,4,3,5,4,3,4,4,5,5,4,5,0.17885,"within the last week","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"thanks for the opprutunity",34.591,9.692,0,0,0,67.4006014655363,8.34365867913501,23.728813559322,0,125.88751514769,"new",1039.13810439229
"S167",17.7608166666667,"10/03/2025","11:30:52","chrome","False","Mac OS",1298,1038,"prolific","Male",48,"Doctorate","Prefer not to say","Arts and Humanities","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.1355,0,4,5,3,1,1,6,1,1,6,6,4,3,6,2,2,6,6,4,6,6,2,6,2,5,6,0.200766666666667,"within the last week","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","False","True","False","False","True","False","False","True","False",3,NA,3,"I really shouldn't have completed this at work! It was more explicit than I anticipated, but I think I got away with it.",29.941,14.439,31.7278539183089,86.4406779661017,0,164.055108162899,15.9143126177024,38.8888888888889,0,114.496482133002,"new",1160.74286558221
"S168",22.0984166666667,"10/03/2025","12:42:49","edge-chromium","False","Windows 10",1482,740,"prolific","Male",53,"Bachelor","False","Business, Economics","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.90178333333333,3,4,3,3,3,0,3,1,2,3,3,4,1,3,4,3,3,5,1,4,4,2,4,3,3,3,0.4012,"within the last 3 days","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,3,"",13.555,78.379,14.8831092928112,39.6551724137931,0,57.8787063803037,1.87901811805961,8.62068965517241,0,92.9862775310055,"new",1047.22490421113
"S169",23.304,"10/03/2025","12:42:49","chrome","False","Windows 10",1280,585,"prolific","Female",27,"Bachelor","False","Biology, Chemistry, Physics","Black","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",0.915416666666667,2,3,3,3,3,2,2,2,2,2,3,4,4,4,2,2,3,3,5,4,4,3,3,2,4,3,0.2145,"less than 24h ago","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","True","False","False","False","True","True","False","True","False",4,NA,4,"",18.767,44.248,2.77728218852215,19.2982456140351,0,183.628900301751,1.69491525423729,16.9491525423729,0,159.944049017788,"new",865.332306111357
"S170",23.0711,"10/03/2025","12:44:27","firefox","False","Windows 10",1366,615,"prolific","Female",57,"Bachelor","False","Mathematics, Physics","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",1.40153333333333,2,6,3,0,3,0,3,0,0,4,2,4,3,3,6,3,6,5,2,6,6,0,3,4,5,6,0.2673,"within the last month","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False",0,NA,4,"",89.811,20.14,20,100,0,0.526073551790867,20,100,0,0.321212121212123,"new",916.564236701389
"S171",16.92475,"10/03/2025","12:44:47","chrome","False","Windows 10",1280,551,"prolific","Female",43,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.02068333333333,2,4,4,2,5,2,6,2,4,2,1,5,2,1,4,6,5,4,2,5,5,2,5,2,3,5,0.146233333333333,"less than 24h ago","1. I viewed pornography once in the past 30 days","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"",26.822,11.959,4.23446327683616,16.9491525423729,0,80.4730473282338,1.86440677966102,13.5593220338983,0,102.458829670514,"new",839.809502208685
"S172",20.9098833333333,"10/03/2025","12:45:29","chrome","False","Windows 10",1536,730,"prolific","Female",36,"High school","False","Prefer not to say","White","Ireland","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.63755,4,6,4,2,3,2,6,2,0,6,5,6,5,6,3,4,5,5,4,6,6,3,6,6,4,5,0.461866666666667,"less than 24h ago","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False",NA,NA,1,"",42.688,7.953,4.0225988700565,21.6666666666667,0,93.5480542363564,1.04064039408867,5.17241379310345,0,120.543020018034,"new",1058.90509489756
"S173",23.3926666666667,"10/03/2025","13:19:21","chrome","False","Windows 10",1920,911,"prolific","Male",41,"Bachelor","False","Business, Economics","White","United Kingdom","Bisexual","In a relationship and not open to dating","Women (and heterosexual couples)",1.69541666666667,0,6,4,3,3,0,4,3,6,5,3,4,5,4,6,6,5,6,6,6,6,0,5,6,5,1,0.132183333333333,"within the last month","5. I viewed pornography daily","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,"",62.014,9.584,1.69491525423729,5.08474576271187,0,104.661451264764,6.24011299435028,16.9491525423729,0,87.8809743527064,"new",1322.54300497186
"S174",42.5162833333333,"10/03/2025","13:26:41","chrome","False","Windows 10",1366,620,"prolific","Male",54,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",3.12726666666667,0,4,5,6,6,3,2,0,6,0,0,3,0,0,6,6,0,6,3,1,0,4,5,6,6,2,0.5957,"less than 24h ago","5. I viewed pornography daily","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False",2,NA,4,"i did enjoy this experiment. I am greatly interested in ai and use it often. i found it difficult to tell the images apart.",118.915,30.641,0,0,0,79.9182249004205,0,0,0,59.3583074247084,"new",920.282565302636
"S175",23.7571166666667,"10/03/2025","13:47:14","chrome","False","Windows 10",1920,945,"prolific","Female",67,"High school","False","Prefer not to say","White","United States","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.84425,5,1,5,4,5,4,6,6,0,5,5,6,6,5,5,4,6,5,6,6,6,6,4,5,6,6,0.417133333333333,"within the last week","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"These scenes are harder to judge than regular photos from AI",65.356,24.197,10.316384180791,35.5932203389831,0,77.5591340476822,5.93220338983051,38.9830508474576,0,87.0066411531609,"new",1346.99665923862
"S176",19.4032666666667,"10/03/2025","13:47:29","chrome","False","Windows 10",1368,790,"prolific","Male",41,"Bachelor","False","Medicine","Southeast Asian","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",1.30936666666667,6,6,6,4,6,0,6,0,6,5,1,2,5,0,5,6,6,6,2,6,6,2,6,6,6,2,0.237816666666667,"more than a year ago","3. I viewed pornography weekly","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"",61.938,17.103,12.491694527068,36,0,82.1509890260595,9.9256120527307,36.6666666666667,0,100.839247744721,"new",1039.57683698705
"S177",23.5254166666667,"10/03/2025","14:06:21","chrome","False","Mac OS",1440,788,"prolific","Female",46,"Bachelor","False","Sociology, Anthropology","East Asian","United States","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.01423333333333,1,3,3,5,4,4,4,3,6,4,4,4,4,5,2,5,4,4,3,3,3,3,4,1,3,3,0.166333333333333,"within the last month","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False",NA,NA,3,"",21.169,7.346,2.38174427198817,16.6666666666667,0,95.1549282942633,3.99510869164868,13.6363636363636,0,95.6219691587226,"new",1065.23236901626
"S178",19.8101833333333,"10/03/2025","14:14:39","safari","False","Mac OS",1463,1299,"prolific","Male",45,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.01138333333333,3,3,4,5,5,4,5,4,5,3,4,4,5,4,4,6,5,5,5,6,6,4,4,4,5,6,0.293083333333333,"less than 24h ago","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False",NA,NA,4,"",72.357,14.151,10,44.8275862068966,0,137.509429817114,6.37931034482759,51.7241379310345,0,190.349525358192,"new",1378.56338265602
"S179",22.9255833333333,"10/03/2025","15:04:28","chrome","False","Windows 10",1366,679,"prolific","Male",42,"High school","False","Prefer not to say","White","United States","Bisexual","In a relationship and open to dating","Women (and heterosexual couples)",1.90121666666667,5,1,4,5,5,4,5,6,6,3,4,4,2,4,4,6,4,3,6,2,4,6,4,4,5,3,0.260616666666667,"within the last 3 days","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"",77.443,28.133,0.514319111630625,3.44827586206897,0,113.875283861762,4.07687651331719,13.5593220338983,0,113.197769292426,"new",963.075282623326
"S180",32.5618666666667,"10/03/2025","17:45:49","chrome","False","Windows 10",1536,703,"prolific","Female",28,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.56101666666667,0,3,4,0,2,0,3,3,0,5,5,4,5,5,2,1,5,4,4,5,5,4,3,0,4,4,0.157933333333333,"within the last month","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,0,"",15.846,13.906,2.4047619047619,19.047619047619,0,103.240222378739,1.61125319693095,11.7647058823529,0,163.668007274658,"new",1039.13810439229
"S181",26.3790833333333,"10/03/2025","17:45:56","chrome","False","Mac OS",1274,1352,"prolific","Female",27,"Bachelor","False","Other","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",5.00666666666667,3,3,2,3,4,1,4,0,0,4,4,4,2,2,3,4,3,4,2,5,4,4,5,2,4,3,0.270283333333333,"less than 24h ago","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","True","False","False","True","False","False","False","False",NA,NA,4,"N/A",40.276,119.428,0.508474576271187,5.08474576271187,0,117.588613749833,3.40202200416295,18.6440677966102,0,128.690469487836,"new",1312.42066426889
"S182",22.0039666666667,"10/03/2025","17:50:36","safari","False","Mac OS",1240,666,"prolific","Female",43,"Master","False","Other","White","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",1.70866666666667,0,3,3,3,3,0,3,3,2,6,3,6,4,6,0,3,6,3,6,6,6,4,0,0,5,6,0.275916666666667,"less than 24h ago","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","True","False","False","False","True","False","False","False",NA,NA,4,"",54.834,19.634,20,100,0,0.0220989912040773,20,100,0,0,"new",908.757393367449
"S183",21.85945,"10/03/2025","18:07:02","chrome","False","Windows 10",2560,1285,"prolific","Male",27,"Bachelor","False","Engineering, Computer Science","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.87273333333333,0,1,0,4,0,0,0,5,4,6,6,6,5,6,0,6,6,3,6,6,6,4,0,0,3,6,0.227283333333333,"within the last week","3. I viewed pornography weekly","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False",NA,NA,4,"",66.445,13.476,24.590395480226,91.6666666666667,0,65.5722927896849,2.04850964348334,11.864406779661,0,105.110123408114,"new",1813.72544780074
"S184",16.6293166666667,"10/03/2025","18:39:21","firefox","False","Windows 10",1920,965,"prolific","Male",20,"High school","True","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.23786666666667,3,4,5,6,4,1,4,0,4,1,0,6,2,0,0,6,6,4,2,0,6,4,5,1,4,5,0.159483333333333,"less than 24h ago","5. I viewed pornography daily","False","False","False","False","False","False","True","False","False","False","True","False","False","True","False",5,NA,4,"",32.86,10.847,20,100,0,0.0447334513062123,20,100,0,0.0465116279069775,"new",1361.17596217388
"S185",28.7287666666667,"10/03/2025","19:03:44","chrome","False","Windows 10",1366,599,"prolific","Male",33,"Bachelor","False","Engineering, Computer Science","Black","United Kingdom","Heterosexual","Single and open to dating","Prefer not to say",2.48635,3,2,3,4,5,4,5,4,4,2,0,4,0,4,5,5,4,6,4,5,6,4,4,4,4,4,0.431683333333333,"within the last 3 days","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False",NA,NA,3,"none",69.938,26.709,6.23858634362836,33.3333333333333,0,60.3521595544469,6.96180824875603,38.8888888888889,0,78.8142566076714,"new",904.562877858693
"S186",28.0501666666667,"11/03/2025","06:22:28","chrome","False","Windows 10",1440,765,"prolific","Male",68,"High school","False","Prefer not to say","White","United States","Heterosexual","In a relationship and open to dating","Prefer not to say",2.37946666666667,1,6,4,3,6,2,6,0,2,6,2,6,3,0,6,6,4,6,3,6,4,3,6,2,6,4,0.364516666666667,"within the last month","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False",NA,NA,4,"",158.036,46.656,1.12755363209084,5.26315789473684,0,146.83449331608,2.52189252189252,12.1212121212121,0,113.140997832377,"new",1049.57134107215
"S187",24.8868666666667,"11/03/2025","08:48:18","chrome","False","Mac OS",1373,739,"prolific","Female",51,"Bachelor","False","Business, Economics","White","United States","Heterosexual","Single and open to dating","Prefer not to say",2.86015,6,6,5,5,6,3,6,3,6,3,1,1,2,3,5,6,2,6,0,4,2,1,6,2,6,0,0.302333333333333,"within the last year","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"Quite amazing how you feel so differently depending on images. I do think that most of the naked images were more arousing than clothing but some looks cheesy so not arousing.",156.675,27.494,2.03389830508475,20.3389830508475,0,100.446797915832,0.847457627118644,8.47457627118644,0,122.209907226033,"new",1007.29687778728
"S189",29.94955,"11/03/2025","10:38:12","firefox","False","Windows 10",1920,927,"prolific","Female",32,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","Single and not open to dating","Prefer not to say",3.20061666666667,2,6,3,0,2,0,3,0,0,4,4,2,2,5,6,2,3,4,6,2,5,2,2,5,5,3,0.4533,"within the last week","3. I viewed pornography weekly","False","False","False","False","False","False","False","True","False","False","True","False","False","True","False",3,NA,4,"",179.527,46.575,20,100,0,0.0480740170061838,20,100,0,0.0393151244732306,"new",1334.10644252998
"S190",19.1059666666667,"11/03/2025","10:39:25","chrome","False","Mac OS",1470,831,"prolific","Female",43,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.994,3,5,4,1,4,0,4,0,1,0,2,1,3,1,4,4,3,5,3,2,3,1,4,4,4,3,0.207983333333333,"within the last week","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,2,"",60.43,22.163,5.71468926553672,28.3333333333333,0,110.680375959329,2.17231638418079,13.3333333333333,0,119.078378063572,"new",1105.24657882302
"S191",20.8703333333333,"11/03/2025","10:46:22","safari","False","Mac OS",1280,737,"prolific","Female",37,"Bachelor","False","Sociology, Anthropology","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.75793333333333,3,2,4,2,2,0,4,3,1,4,3,4,2,4,3,4,5,6,3,3,5,2,4,3,4,3,0.3271,"within the last 3 days","3. I viewed pornography weekly","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False",3,NA,4,"",74.991,24.362,20,100,0,0.333691843675639,20,100,0,0.228260479821412,"new",971.267213489676
"S192",21.5796,"11/03/2025","11:03:54","chrome","False","Windows 10",1280,559,"prolific","Male",58,"Bachelor","False","Other","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.83495,2,3,2,3,4,1,2,2,2,5,2,4,2,2,2,4,5,4,2,5,5,4,3,2,3,5,0.31035,"within the last 3 days","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False",NA,NA,4,"",78.846,27.296,23.0540118795933,59.5238095238095,0,51.7552865944407,1.98580911738806,5,0,136.282275807802,"new",845.884152824723
"S193",25.1254833333333,"11/03/2025","11:12:13","safari","False","Mac OS",1440,820,"prolific","Male",22,"Bachelor","True","Medicine","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.92731666666667,3,4,4,5,5,2,5,2,6,2,6,5,4,6,2,6,2,5,4,6,6,2,4,3,5,2,0.2982,"less than 24h ago","2. I viewed pornography twice in the past 30 days","False","False","False","False","False","False","True","False","False","False","True","True","False","False","False",NA,NA,NA,"",89.79,22.486,3.24079485680888,16.9491525423729,0,135.20424870942,2.58620689655172,15.5172413793103,0,135.997089759856,"new",1086.64621657649
"S194",31.1708833333333,"11/03/2025","11:18:59","firefox","False","Windows 10",1920,993,"prolific","Male",26,"High school","False","Prefer not to say","White","United Kingdom","Bisexual","Single and open to dating","Women (and heterosexual couples)",1.64181666666667,1,3,5,5,6,4,2,3,4,6,4,6,3,2,1,4,6,6,6,6,5,6,4,2,5,5,0.264266666666667,"less than 24h ago","4. I viewed pornography multiple times a week","False","False","False","False","False","False","True","False","False","False","True","True","False","False","False",NA,NA,4,"",38.203,14.567,20,100,0,19.6516358793758,20,100,0,16.1903574811224,"new",1380.78238690968
"S195",28.9959666666667,"11/03/2025","11:36:04","chrome","False","Windows 10",1280,585,"prolific","Male",46,"Bachelor","False","Engineering, Computer Science","South Asian","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.56505,5,4,3,3,5,2,4,2,4,4,1,4,3,1,4,6,5,5,4,2,5,3,2,3,2,5,0.5008,"within the last week","3. I viewed pornography weekly","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,3,"",145.391,44.717,9.02634964132929,49.1228070175439,0,72.4126972751806,20.628117484905,70,0,67.7439662617627,"new",865.332306111357
"S196",21.5672333333333,"11/03/2025","13:47:47","chrome","False","Mac OS",1280,712,"prolific","Female",36,"Bachelor","False","Biology, Chemistry, Physics","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.69355,3,6,1,3,5,0,4,0,3,5,4,1,5,5,6,5,3,4,2,1,4,0,1,5,4,1,0.278083333333333,"within the last 3 days","1. I viewed pornography once in the past 30 days","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",3,NA,4,"",89.767,24.829,0.961538461538461,7.69230769230769,0,80.5668291813341,8.99854862119013,40.3846153846154,0,74.1025439548474,"new",954.651768971283
"S197",18.3352166666667,"11/03/2025","13:49:38","chrome","False","Mac OS",1680,964,"prolific","Female",23,"Bachelor","False","Biology, Chemistry, Physics","White","United Kingdom","Bisexual","In a relationship and not open to dating","Men (and heterosexual couples)",0.8635,4,4,3,4,3,0,3,4,5,4,2,3,2,4,3,2,4,4,2,4,2,3,6,3,4,2,0.660216666666667,"less than 24h ago","3. I viewed pornography weekly","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False",NA,NA,4,"none",33.324,14.784,1.29032258064516,9.67741935483871,0,199.699752357925,0.714285714285714,7.14285714285714,0,318.958146522218,"new",1272.60363035786
"S199",23.1776833333333,"11/03/2025","14:03:43","chrome","False","Windows 10",1536,695,"prolific","Male",24,"Bachelor","False","Other","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.2031,1,4,5,3,5,0,3,3,0,4,6,4,4,4,3,3,5,2,4,5,6,2,4,3,4,5,0.236466666666667,"within the last 3 days","5. I viewed pornography daily","False","False","False","False","False","False","False","False","True","False","False","True","False","False","False",NA,NA,3,"",32.73,14.95,8.7316384180791,33.8983050847458,0,78.2663810612039,1.56174334140436,8.47457627118644,0,74.7074497128772,"new",1033.20859462163
"S200",19.33,"11/03/2025","14:20:40","chrome","False","Windows 10",1536,695,"prolific","Male",64,"Master","False","Mathematics, Physics","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.55493333333333,2,4,3,3,5,0,3,3,1,3,2,3,1,3,4,5,3,4,3,2,2,3,3,4,4,3,0.2983,"less than 24h ago","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"",37.908,11.224,3.01129943502825,23.3333333333333,0,51.7618471450062,3.37570621468927,13.5593220338983,0,53.0579835097948,"new",1033.20859462163
"S202",24.6194833333333,"11/03/2025","14:51:32","edge-chromium","False","Windows 10",1151,954,"prolific","Male",58,"Master","False","Psychology, Neuroscience","White","United Kingdom","Homosexual","In a relationship and open to dating","Prefer not to say",2.71755,0,4,3,2,0,0,1,2,0,2,2,3,3,2,4,0,2,4,1,4,3,2,4,2,3,3,0.334433333333333,"within the last 3 days","3. I viewed pornography weekly","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",2,NA,3,"",138.311,33.001,9.83674264562634,42.3728813559322,0,108.550588160775,3.57432300798753,12.0689655172414,0,148.280669388426,"new",1047.88071840262
"S203",36.9750166666667,"11/03/2025","14:55:45","safari","False","Mac OS",1440,820,"prolific","Male",53,"High school","False","Prefer not to say","White","Ireland","Homosexual","Single and open to dating","Prefer not to say",3.46448333333333,2,4,2,4,5,1,5,2,4,5,3,4,2,3,2,5,5,5,2,4,5,2,5,5,3,5,0.5094,"within the last 3 days","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","True","True","False","False","False","False","False","True","False",1,NA,4,"Survey was straightforward and enjoyable to complete.",169.27,41.808,1.13492063492063,8.57142857142857,0,168.808494485208,4.8015873015873,22.8571428571429,0,131.818416287817,"new",1086.64621657649
"S204",22.4112,"11/03/2025","15:16:13","chrome","False","Windows 10",1280,598,"prolific","Female",28,"High school","False","Prefer not to say","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",2.22775,4,5,5,1,3,0,5,1,1,2,5,4,2,6,6,2,4,6,3,4,4,1,6,5,5,3,0.181816666666667,"less than 24h ago","3. I viewed pornography weekly","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,4,"N/A",115.916,36.107,2.53954802259887,22.0338983050847,0,77.306739609551,1.54146141215107,8.33333333333333,0,102.078720122518,"new",874.894279327508
"S205",48.8659166666667,"11/03/2025","15:55:14","chrome","False","Windows 10",1920,945,"prolific","Male",43,"Master","False","Engineering, Computer Science","White","United Kingdom","Bisexual","In a relationship and not open to dating","Women (and heterosexual couples)",1.52881666666667,3,2,6,6,6,6,5,4,5,3,2,3,3,2,4,6,4,6,6,3,3,3,2,4,4,3,0.277333333333333,"less than 24h ago","5. I viewed pornography daily","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,4,"",39.229,26.814,1.35593220338983,11.864406779661,0,74.6264059924237,1.17796610169492,6.77966101694915,0,105.318777394513,"new",1346.99665923862
"S208",26.1486833333333,"14/03/2025","09:21:07","chrome","False","Chrome OS",1366,599,"prolific","Female",31,"Bachelor","False","Psychology, Neuroscience","White","United Kingdom","Homosexual","In a relationship and not open to dating","Prefer not to say",2.20876666666667,5,3,5,4,5,1,4,4,2,4,3,5,4,3,2,5,6,4,4,5,5,3,4,2,5,5,0.239,"within the last week","4. I viewed pornography multiple times a week","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False",NA,NA,4,"",64.792,29.212,9.75093808630394,17.5,0,105.186780281894,12.0114874428096,42.5,0,77.113776106093,"new",904.562877858693
"S209",26.4288166666667,"14/03/2025","09:46:34","chrome","False","Windows 10",1280,585,"prolific","Female",50,"High school","False","Prefer not to say","White","Ireland","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.73466666666667,2,4,5,1,3,0,3,3,1,6,4,5,1,6,3,2,6,5,2,5,6,3,3,2,5,5,0.245583333333333,"less than 24h ago","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,3,"that was really tricky, i didnt really know what was real or AI",76.888,29.381,0,0,0,107.257888537029,1.84745762711864,6.66666666666667,0,177.294509145696,"new",865.332306111357
"S210",25.1720166666667,"14/03/2025","10:19:05","chrome","False","Windows 10",2560,1279,"prolific","Male",39,"High school","False","Prefer not to say","White","United Kingdom","Bisexual","Single and not open to dating","Men (and heterosexual couples)",1.86425,3,3,4,4,2,3,1,3,3,1,5,5,1,6,6,4,6,5,4,6,6,2,4,3,6,5,0.225266666666667,"less than 24h ago","5. I viewed pornography daily","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False",NA,NA,4,"",41.011,18.694,NA,NA,NA,NA,NA,NA,NA,NA,"new",1809.48611489561
"S211",22.7053,"14/03/2025","13:02:46","chrome","False","Chrome OS",1536,730,"prolific","Female",26,"Bachelor","False","Literature, Languages","White","United Kingdom","Heterosexual","In a relationship and not open to dating","Prefer not to say",1.80271666666667,2,5,4,0,1,0,4,2,0,4,6,4,3,4,4,1,3,6,2,5,4,2,6,4,6,3,0.342416666666667,"within the last week","0. I haven't viewed pornography in the past 30 days","False","False","False","False","False","False","False","False","False","False","True","True","True","False","False",NA,NA,1,"",70.505,17.222,8.29846223235183,30,0,71.457148882679,4.53846153846154,15,0,93.8647028245574,"new",1058.90509489756
