Participant,Item,Order1,RT1,Condition,Duration1,ISI1,Cue_Color,Cue_Duration,Arousal,Valence,Enticement,Order2,RT2,Duration2,ISI2,Realness,Type,Category,Orientation,Norms_Arousal,Norms_Valence,Luminance,Contrast,Entropy,Complexity,Red,Green
S029,People_056_h,7,17.0995,Photograph,2500.0,500.0,blue,1250.0,0.0,0.42,0.56,40,1.613,1000.0,500.0,1.0,Non-erotic,People,h,2.15,5.15,37.8293,68.5276,7.7565,159859,-0.427,2.1235
S029,Male_013_v,8,12.2925,Photograph,2500.0,500.0,blue,1250.0,0.0,0.44,0.7,11,2.366299999952316,1000.0,500.0,1.0,Erotic,Male,v,3.75,3.7,44.0686,86.7349,7.4514,293448,11.5375,24.8859
S029,Male_009_v,9,13.72460000014305,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.58,1.0,50,3.926200000047684,1000.0,500.0,0.83,Erotic,Male,v,2.85,4.45,43.2111,60.8704,7.489,271374,13.4711,15.6762
S029,Male_014_v,10,13.267200000047684,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.04,0.69,26,1.9485999999046328,1000.0,500.0,1.0,Erotic,Male,v,3.95,3.6,73.0604,48.9227,7.2601,151861,3.9097,2.0474
S029,Faces_160_v,11,12.587900000095367,AI-Generated,2500.0,500.0,red,1250.0,0.01,-0.2,0.09,24,5.653700000047683,1000.0,500.0,0.87,Non-erotic,Faces,v,2.95,4.8,43.744,85.794,7.5611,145663,7.3603,10.0906
S029,People_132_h,12,10.1175,AI-Generated,2500.0,500.0,red,1250.0,0.01,-0.4,0.6,38,2.1822999999523165,1000.0,500.0,1.0,Non-erotic,People,h,3.5,4.9,46.8945,57.9992,7.5629,211838,-2.9026,11.8506
S029,People_146_h,13,12.3175,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.06,0.29,23,2.342,1000.0,500.0,1.0,Non-erotic,People,h,2.35,4.65,49.0548,56.7789,7.6988,343985,-1.4558,4.264
S029,Female_012_v,14,15.308700000047684,AI-Generated,2500.0,500.0,red,1250.0,0.58,0.52,0.79,4,6.645,1000.0,500.0,0.82,Erotic,Female,v,5.15,7.05,57.6698,65.0532,7.8207,207243,4.5309,8.2501
S029,Faces_335_h,15,11.78839999985695,Photograph,2500.0,500.0,blue,1250.0,0.03,0.12,0.58,43,1.9505,1000.0,500.0,1.0,Non-erotic,Faces,h,2.5,5.55,38.8455,76.9787,7.6725,194229,0.9408,3.6752
S029,Male_003_v,16,10.363299999952316,AI-Generated,2500.0,500.0,red,1250.0,0.01,0.2,0.99,49,1.950200000047684,1000.0,500.0,1.0,Erotic,Male,v,3.65,4.2,46.1739,49.4077,7.4926,228056,3.5967,7.3901
S029,Female_020_v,17,10.364099999904633,AI-Generated,2500.0,500.0,red,1250.0,0.93,0.98,0.94,5,2.9501000001430513,1000.0,500.0,1.0,Erotic,Female,v,6.2,7.35,50.7307,36.7955,7.0191,173444,4.4367,4.5166
S029,Male_016_v,18,9.3405,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.16,0.93,46,2.206100000143051,1000.0,500.0,1.0,Erotic,Male,v,3.6,3.5,50.2338,45.7527,7.4858,216444,12.4281,14.1233
S029,Faces_328_v,19,8.988700000047684,AI-Generated,2500.0,500.0,red,1250.0,0.02,0.36,0.65,55,1.806,1000.0,500.0,1.0,Non-erotic,Faces,v,2.7,4.85,35.5883,57.6711,7.3988,171031,-0.3112,-1.7416
S029,People_116_h,20,9.631799999952316,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.48,0.6,53,1.9813000001907348,1000.0,500.0,1.0,Non-erotic,People,h,3.95,6.55,36.0174,75.2758,7.6169,324300,-0.8448,-1.976
S029,Female_008_v,21,12.068599999904633,AI-Generated,2500.0,500.0,red,1250.0,0.63,0.9,0.65,1,4.538200000047683,1000.0,500.0,1.0,Erotic,Female,v,4.7,6.4,52.8173,72.8334,7.4938,155798,1.2756,4.492
S029,Female_023_h,22,9.171900000095368,Photograph,2500.0,500.0,blue,1250.0,0.76,0.96,0.98,44,1.901,1000.0,500.0,1.0,Erotic,Female,h,5.4,6.85,20.4158,63.53,6.0347,214797,1.8632,7.0814
S029,Female_013_h,23,7.1495,Photograph,2500.0,500.0,blue,1250.0,0.98,1.0,0.99,58,2.1425,1000.0,500.0,1.0,Erotic,Female,h,5.5,6.85,21.5101,68.6277,4.6639,137297,3.4277,3.1779
S029,Female_006_v,24,7.5862000000476835,Photograph,2500.0,500.0,blue,1250.0,0.95,1.0,0.98,39,1.982700000047684,1000.0,500.0,1.0,Erotic,Female,v,5.7,7.1,63.1318,63.865,7.7492,186016,2.4502,14.6292
S029,Male_024_h,25,9.012199999809264,AI-Generated,2500.0,500.0,red,1250.0,0.1,-0.04,0.87,57,1.821,1000.0,500.0,1.0,Erotic,Male,h,2.6,4.5,35.3457,44.1672,7.3268,201056,11.8279,13.8626
S029,Male_012_h,26,7.028299999952316,Photograph,2500.0,500.0,blue,1250.0,0.04,-0.04,0.83,18,2.0766999998092652,1000.0,500.0,1.0,Erotic,Male,h,2.95,3.55,76.3947,43.9723,7.2393,331233,4.1326,8.2885
S029,Female_016_h,27,7.620400000095367,AI-Generated,2500.0,500.0,red,1250.0,0.69,1.0,0.72,42,2.0766000001430513,1000.0,500.0,1.0,Erotic,Female,h,4.5,6.65,52.7456,37.7359,7.2035,198286,33.7434,20.4305
S029,Faces_184_h,28,9.508899999856949,AI-Generated,2500.0,500.0,red,1250.0,0.01,0.0,0.47,9,2.157099999904633,1000.0,500.0,1.0,Non-erotic,Faces,h,2.45,5.6,33.5125,62.699,7.5512,186474,11.1965,23.2193
S029,Male_017_v,29,9.3165,Photograph,2500.0,500.0,blue,1250.0,0.0,0.16,0.73,15,3.142100000143051,1000.0,500.0,1.0,Erotic,Male,v,4.0,3.8,31.538,56.3546,7.2051,276400,5.2385,7.6499
S029,Male_011_v,30,10.301200000047684,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.0,0.58,54,2.542599999904633,1000.0,500.0,1.0,Erotic,Male,v,3.15,4.6,40.2007,66.7949,7.44,265717,8.1808,11.1864
S029,Male_015_v,31,9.8125,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.02,0.4,7,3.3577999999523165,1000.0,500.0,1.0,Erotic,Male,v,2.7,4.8,20.0917,76.4888,3.8868,167601,1.4845,8.8924
S029,Female_005_v,32,8.483799999952316,Photograph,2500.0,500.0,blue,1250.0,0.6,0.96,0.88,31,1.9224000000953676,1000.0,500.0,1.0,Erotic,Female,v,5.6,6.25,44.8525,70.3649,7.6863,270082,11.7249,10.9722
S029,Female_015_v,33,11.796799999952317,Photograph,2500.0,500.0,blue,1250.0,0.77,0.6,0.79,37,1.845699999809265,1000.0,500.0,1.0,Erotic,Female,v,5.55,7.3,65.2389,53.402,7.5418,171124,8.0169,14.7847
S029,People_157_h,34,11.386799999952316,Photograph,2500.0,500.0,blue,1250.0,0.0,0.94,0.03,3,2.2457000000476843,1000.0,500.0,1.0,Non-erotic,People,h,3.05,5.25,39.5283,67.7615,7.7856,400343,4.2241,5.451
S029,Female_009_h,35,9.315900000095368,Photograph,2500.0,500.0,blue,1250.0,1.0,1.0,1.0,6,2.1177999999523163,1000.0,500.0,1.0,Erotic,Female,h,5.55,6.9,43.0143,73.5278,6.6181,176869,11.341,22.514
S029,Male_022_v,36,7.124699999809265,AI-Generated,2500.0,500.0,red,1250.0,0.0,-1.0,0.0,10,9.533100000143051,1000.0,500.0,0.12,Erotic,Male,v,5.15,3.1,43.1253,52.5585,7.6091,257785,2.6258,12.346
S029,Faces_330_v,37,8.348900000095368,Photograph,2500.0,500.0,blue,1250.0,0.02,1.0,0.0,30,1.8222999999523166,1000.0,500.0,1.0,Non-erotic,Faces,v,4.45,6.35,30.0082,41.7458,7.2395,325837,-0.4702,0.9357
S029,Male_007_h,38,7.698099999904633,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.5,0.74,48,2.2217000000476843,1000.0,500.0,1.0,Erotic,Male,h,4.05,3.3,50.1922,54.4775,7.6965,469938,3.1066,14.9059
S029,Faces_351_h,39,9.167799999952317,Photograph,2500.0,500.0,blue,1250.0,0.0,1.0,0.0,51,2.2056000001430514,1000.0,500.0,0.99,Non-erotic,Faces,h,4.5,7.1,35.4262,73.7229,7.3716,170646,2.8311,6.4751
S029,Faces_352_h,40,8.951,Photograph,2500.0,500.0,blue,1250.0,0.0,0.76,0.07,29,1.95,1000.0,500.0,1.0,Non-erotic,Faces,h,4.15,6.7,39.6994,55.2244,7.6593,293080,1.4487,1.8242
S029,Male_020_v,41,6.637799999952316,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.72,0.97,35,1.886399999856949,1000.0,500.0,1.0,Erotic,Male,v,3.25,3.95,76.8132,61.7412,7.1453,157062,4.0439,6.6188
S029,People_169_h,42,6.645,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.76,0.0,59,2.3706999998092653,1000.0,500.0,1.0,Non-erotic,People,h,4.15,6.6,54.9775,81.4202,7.7471,466618,0.3259,3.9071
S029,Female_022_h,43,5.651099999904632,AI-Generated,2500.0,500.0,red,1250.0,1.0,1.0,1.0,14,2.0847000000476843,1000.0,500.0,1.0,Erotic,Female,h,6.1,7.05,56.5834,63.7769,7.3921,216160,15.4662,4.3765
S029,Male_008_v,44,9.966799999952316,Photograph,2500.0,500.0,blue,1250.0,0.01,0.08,1.0,56,2.4452000000476843,1000.0,500.0,1.0,Erotic,Male,v,4.45,3.4,49.8422,61.1046,7.609,207491,14.1516,16.1108
S029,People_172_v,45,10.0845,Photograph,2500.0,500.0,blue,1250.0,0.0,1.0,0.48,12,2.2932999999523163,1000.0,500.0,1.0,Non-erotic,People,v,4.35,7.15,49.9957,56.3597,7.6186,359216,-8.8494,0.6884
S029,Faces_234_h,46,5.860800000190735,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.4,0.05,34,1.8461000001430512,1000.0,500.0,1.0,Non-erotic,Faces,h,4.0,6.2,41.9783,67.2103,7.8073,506847,-3.0751,15.1934
S029,Female_003_v,47,8.900200000047684,Photograph,2500.0,500.0,blue,1250.0,0.79,1.0,0.94,32,2.158,1000.0,500.0,1.0,Erotic,Female,v,5.1,7.0,71.1543,54.6216,7.4449,118707,7.0815,2.7069
S029,Female_019_h,48,7.124099999904632,AI-Generated,2500.0,500.0,red,1250.0,0.67,1.0,0.93,17,2.03,1000.0,500.0,1.0,Erotic,Female,h,5.0,6.4,48.6266,36.3153,7.1507,254048,23.4717,33.9492
S029,Female_018_h,49,7.3335,AI-Generated,2500.0,500.0,red,1250.0,1.0,1.0,1.0,2,2.3002000000476843,1000.0,500.0,1.0,Erotic,Female,h,6.5,7.45,73.3265,38.1936,6.9748,275330,3.457,12.5327
S029,Faces_314_h,50,5.7795,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.2,0.2,16,2.1185,1000.0,500.0,1.0,Non-erotic,Faces,h,3.3,5.25,60.1728,58.7845,7.6537,255417,-5.0633,-2.6592
S029,Female_011_h,51,6.1487000000476835,AI-Generated,2500.0,500.0,red,1250.0,0.79,0.82,0.96,13,2.1344000000953676,1000.0,500.0,1.0,Erotic,Female,h,5.85,7.6,59.689,56.5583,7.4167,142606,7.0771,8.9211
S029,Female_004_v,52,4.949100000143051,Photograph,2500.0,500.0,blue,1250.0,0.69,1.0,0.91,20,2.181,1000.0,500.0,1.0,Erotic,Female,v,5.8,7.25,66.2497,74.0566,6.894,218444,2.2245,-3.4638
S029,Female_021_h,53,6.8855,AI-Generated,2500.0,500.0,red,1250.0,0.61,0.44,0.85,60,1.8302999999523164,1000.0,500.0,1.0,Erotic,Female,h,6.3,7.1,62.5048,59.7605,7.3816,237825,8.8278,10.335
S029,People_190_h,54,8.450799999952316,AI-Generated,2500.0,500.0,red,1250.0,0.01,1.0,0.24,28,1.9326000001430512,1000.0,500.0,1.0,Non-erotic,People,h,5.0,7.6,43.0061,55.7373,7.6983,385125,-0.7026,-13.3812
S029,Female_002_h,55,4.420799999952316,Photograph,2500.0,500.0,blue,1250.0,1.0,1.0,1.0,52,1.7162000000476836,1000.0,500.0,1.0,Erotic,Female,h,5.85,7.4,32.6608,57.3367,7.5265,428384,0.1224,13.5464
S029,Male_023_v,56,4.8773000001907345,Photograph,2500.0,500.0,blue,1250.0,0.0,0.28,0.63,36,1.813899999856949,1000.0,500.0,1.0,Erotic,Male,v,3.0,5.05,51.0533,59.4542,7.7168,201176,12.5798,16.3443
S029,Female_001_h,57,7.428399999856949,AI-Generated,2500.0,500.0,red,1250.0,0.61,0.46,0.7,8,2.0364000000953677,1000.0,500.0,1.0,Erotic,Female,h,5.3,6.9,58.36,49.2428,7.2143,249227,27.1818,10.7039
S029,Male_005_v,58,5.164599999904633,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.48,0.33,19,4.821,1000.0,500.0,0.3,Erotic,Male,v,4.75,3.2,19.09,43.8873,6.7516,170084,11.4089,17.2027
S029,Male_025_v,59,6.140299999952316,AI-Generated,2500.0,500.0,red,1250.0,0.02,-1.0,0.43,22,5.900700000047684,1000.0,500.0,0.7,Erotic,Male,v,3.55,3.45,29.0652,60.357,6.8769,267633,2.7805,-0.966
S029,People_176_h,60,5.867799999952316,Photograph,2500.0,500.0,blue,1250.0,0.01,0.34,0.04,41,1.6461000001430512,1000.0,500.0,1.0,Non-erotic,People,h,4.4,7.1,74.0151,69.2438,6.6467,271588,0.256,0.081
S028,Male_017_v,1,14.842000000000029,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.16,2,7.273,1000.0,500.0,0.01,Erotic,Male,v,4.7,4.45,31.538,56.3546,7.2051,276400,5.2385,7.6499
S028,People_169_h,2,19.297,Photograph,2500.0,500.0,red,1250.0,0.0,0.14,0.0,44,3.471,1000.0,500.0,0.78,Non-erotic,People,h,5.4,7.85,54.9775,81.4202,7.7471,466618,0.3259,3.9071
S028,Female_008_v,3,12.012,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.13,8,2.221,1000.0,500.0,0.0,Erotic,Female,v,3.75,5.45,52.8173,72.8334,7.4938,155798,1.2756,4.492
S028,Faces_328_v,4,20.356,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.38,0.05,29,3.058,1000.0,500.0,0.9,Non-erotic,Faces,v,3.35,5.5,35.5883,57.6711,7.3988,171031,-0.3112,-1.7416
S028,Female_009_h,5,59.34700000000006,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.64,0.05,7,2.573,1000.0,500.0,0.0,Erotic,Female,h,4.7,5.1,43.0143,73.5278,6.6181,176869,11.341,22.514
S028,People_116_h,6,15.053,Photograph,2500.0,500.0,red,1250.0,0.01,0.5,0.0,36,1.837,1000.0,500.0,0.85,Non-erotic,People,h,5.15,7.6,36.0174,75.2758,7.6169,324300,-0.8448,-1.976
S028,Female_020_v,7,9.85,Photograph,2500.0,500.0,red,1250.0,0.33,-0.26,0.78,32,2.78,1000.0,500.0,1.0,Erotic,Female,v,4.2,4.9,50.7307,36.7955,7.0191,173444,4.4367,4.5166
S028,Male_008_v,8,8.427,Photograph,2500.0,500.0,red,1250.0,0.54,0.12,0.78,47,2.611,1000.0,500.0,0.78,Erotic,Male,v,4.7,5.75,49.8422,61.1046,7.609,207491,14.1516,16.1108
S028,People_056_h,9,12.923000000000059,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.16,0.0,46,3.415,1000.0,500.0,0.59,Non-erotic,People,h,2.5,5.6,37.8293,68.5276,7.7565,159859,-0.427,2.1235
S028,Faces_352_h,10,11.28,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.18,0.0,21,2.475,1000.0,500.0,0.77,Non-erotic,Faces,h,4.8,7.0,39.6994,55.2244,7.6593,293080,1.4487,1.8242
S028,Faces_234_h,11,7.382,Photograph,2500.0,500.0,red,1250.0,0.01,-0.26,0.01,16,2.676,1000.0,500.0,0.4,Non-erotic,Faces,h,4.6,6.7,41.9783,67.2103,7.8073,506847,-3.0751,15.1934
S028,People_132_h,12,10.887,Photograph,2500.0,500.0,red,1250.0,0.0,-0.16,0.0,14,2.982,1000.0,500.0,0.7,Non-erotic,People,h,2.85,4.5,46.8945,57.9992,7.5629,211838,-2.9026,11.8506
S028,Female_022_h,13,14.412,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.0,23,2.143,1000.0,500.0,0.0,Erotic,Female,h,5.5,4.5,56.5834,63.7769,7.3921,216160,15.4662,4.3765
S028,Female_002_h,14,7.187000000000058,Photograph,2500.0,500.0,red,1250.0,0.34,0.14,0.71,52,1.999,1000.0,500.0,0.11,Erotic,Female,h,4.45,5.8,32.6608,57.3367,7.5265,428384,0.1224,13.5464
S028,Male_020_v,15,6.414,AI-Generated,2500.0,500.0,blue,1250.0,0.41,0.1,0.62,43,2.615,1000.0,500.0,0.34,Erotic,Male,v,4.8,6.25,76.8132,61.7412,7.1453,157062,4.0439,6.6188
S028,Female_017_v,16,9.037,Photograph,2500.0,500.0,red,1250.0,0.44,0.22,0.92,60,3.02,1000.0,500.0,0.04,Erotic,Female,v,4.7,5.3,30.0066,71.3798,7.3457,261977,11.5136,10.9459
S028,Male_014_v,17,7.468000000000059,AI-Generated,2500.0,500.0,blue,1250.0,0.04,-1.0,0.52,42,3.97,1000.0,500.0,0.15,Erotic,Male,v,5.0,6.05,73.0604,48.9227,7.2601,151861,3.9097,2.0474
S028,People_187_h,18,7.267000000000058,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.64,0.01,13,2.937,1000.0,500.0,0.96,Non-erotic,People,h,4.75,7.35,48.6317,72.6593,7.9149,445830,-1.5361,3.8181
S028,Male_016_v,19,4.85,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.34,0.02,34,3.164,1000.0,500.0,0.83,Erotic,Male,v,5.45,5.85,50.2338,45.7527,7.4858,216444,12.4281,14.1233
S028,Female_004_v,20,8.558999999999942,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.14,0.53,22,2.837,1000.0,500.0,0.09,Erotic,Female,v,3.6,5.85,66.2497,74.0566,6.894,218444,2.2245,-3.4638
S028,Female_013_h,21,7.913,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.44,0.04,5,2.083,1000.0,500.0,0.0,Erotic,Female,h,4.5,5.25,21.5101,68.6277,4.6639,137297,3.4277,3.1779
S028,Male_012_h,22,6.575,Photograph,2500.0,500.0,red,1250.0,0.01,-0.3,0.34,35,2.375,1000.0,500.0,0.33,Erotic,Male,h,3.75,5.25,76.3947,43.9723,7.2393,331233,4.1326,8.2885
S028,Faces_349_h,23,5.386,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.2,0.0,4,1.9770000000002328,1000.0,500.0,0.7,Non-erotic,Faces,h,3.45,6.7,30.7027,59.0963,7.5596,215553,0.697,0.5981
S028,Male_006_v,24,5.765,Photograph,2500.0,500.0,red,1250.0,0.21,0.22,0.73,30,4.225,1000.0,500.0,0.84,Erotic,Male,v,4.85,4.45,26.1872,40.1914,7.0614,206880,7.5483,10.2363
S028,Male_002_v,25,8.351,Photograph,2500.0,500.0,red,1250.0,0.59,0.92,0.96,17,3.137,1000.0,500.0,0.84,Erotic,Male,v,4.65,6.0,42.743,65.8985,7.7155,221793,11.6582,-3.6073
S028,Male_025_v,26,11.306,AI-Generated,2500.0,500.0,blue,1250.0,0.16,-0.08,0.59,37,2.801,1000.0,500.0,0.0,Erotic,Male,v,3.65,4.5,29.0652,60.357,6.8769,267633,2.7805,-0.966
S028,People_146_h,27,6.835,Photograph,2500.0,500.0,red,1250.0,0.01,0.26,0.02,45,2.125,1000.0,500.0,0.57,Non-erotic,People,h,3.0,5.2,49.0548,56.7789,7.6988,343985,-1.4558,4.264
S028,Female_023_h,28,10.801,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.96,0.0,27,3.04,1000.0,500.0,0.0,Erotic,Female,h,4.55,5.85,20.4158,63.53,6.0347,214797,1.8632,7.0814
S028,Male_015_v,29,8.625,Photograph,2500.0,500.0,red,1250.0,0.0,-0.62,0.0,50,2.031,1000.0,500.0,0.0,Erotic,Male,v,4.1,6.6,20.0917,76.4888,3.8868,167601,1.4845,8.8924
S028,Female_021_h,30,9.121,Photograph,2500.0,500.0,red,1250.0,0.0,-0.98,0.01,31,5.527,1000.0,500.0,0.01,Erotic,Female,h,4.45,4.3,62.5048,59.7605,7.3816,237825,8.8278,10.335
S028,Male_023_v,31,6.791,AI-Generated,2500.0,500.0,blue,1250.0,0.12,0.14,0.69,56,3.113,1000.0,500.0,0.9,Erotic,Male,v,5.15,6.6,51.0533,59.4542,7.7168,201176,12.5798,16.3443
S028,Faces_335_h,32,4.928,Photograph,2500.0,500.0,red,1250.0,0.17,0.36,0.0,49,2.959,1000.0,500.0,0.73,Non-erotic,Faces,h,3.35,6.8,38.8455,76.9787,7.6725,194229,0.9408,3.6752
S028,Faces_330_v,33,9.438,Photograph,2500.0,500.0,red,1250.0,0.0,0.5,0.25,39,2.212,1000.0,500.0,0.0,Non-erotic,Faces,v,4.25,6.9,30.0082,41.7458,7.2395,325837,-0.4702,0.9357
S028,Female_016_h,34,5.036999999999884,Photograph,2500.0,500.0,red,1250.0,0.01,-1.0,0.65,54,2.743999999999767,1000.0,500.0,0.13,Erotic,Female,h,3.5,5.85,52.7456,37.7359,7.2035,198286,33.7434,20.4305
S028,Male_013_v,35,8.698,Photograph,2500.0,500.0,red,1250.0,0.29,0.66,0.76,24,2.915,1000.0,500.0,0.86,Erotic,Male,v,5.3,6.25,44.0686,86.7349,7.4514,293448,11.5375,24.8859
S028,People_157_h,36,6.014000000000117,Photograph,2500.0,500.0,red,1250.0,0.0,1.0,0.0,38,1.842,1000.0,500.0,0.21,Non-erotic,People,h,3.15,5.35,39.5283,67.7615,7.7856,400343,4.2241,5.451
S028,Male_003_v,37,5.959,Photograph,2500.0,500.0,red,1250.0,0.04,0.84,0.76,15,2.573,1000.0,500.0,0.66,Erotic,Male,v,5.0,6.25,46.1739,49.4077,7.4926,228056,3.5967,7.3901
S028,Faces_160_v,38,8.119,Photograph,2500.0,500.0,red,1250.0,0.0,0.36,0.03,58,2.084,1000.0,500.0,0.29,Non-erotic,Faces,v,3.45,3.8,43.744,85.794,7.5611,145663,7.3603,10.0906
S028,Faces_314_h,39,4.043999999999884,Photograph,2500.0,500.0,red,1250.0,0.0,0.28,0.0,6,2.3219999999997674,1000.0,500.0,0.84,Non-erotic,Faces,h,2.9,5.75,60.1728,58.7845,7.6537,255417,-5.0633,-2.6592
S028,Female_005_v,40,11.133,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.98,0.64,19,2.302,1000.0,500.0,0.11,Erotic,Female,v,4.65,4.55,44.8525,70.3649,7.6863,270082,11.7249,10.9722
S028,Male_022_v,41,10.627,AI-Generated,2500.0,500.0,blue,1250.0,0.01,-1.0,0.02,18,3.978,1000.0,500.0,0.01,Erotic,Male,v,5.45,4.35,43.1253,52.5585,7.6091,257785,2.6258,12.346
S028,People_176_h,42,7.543,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.66,0.03,26,2.192,1000.0,500.0,0.04,Non-erotic,People,h,4.7,7.45,74.0151,69.2438,6.6467,271588,0.256,0.081
S028,Male_009_v,43,5.786,AI-Generated,2500.0,500.0,blue,1250.0,0.12,0.38,0.76,10,2.344,1000.0,500.0,0.35,Erotic,Male,v,4.85,6.15,43.2111,60.8704,7.489,271374,13.4711,15.6762
S028,People_172_v,44,6.748000000000117,AI-Generated,2500.0,500.0,blue,1250.0,0.01,-0.56,0.01,33,4.491999999999767,1000.0,500.0,1.0,Non-erotic,People,v,5.15,7.7,49.9957,56.3597,7.6186,359216,-8.8494,0.6884
S028,People_190_h,45,5.08,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.32,0.01,9,2.763000000000233,1000.0,500.0,0.86,Non-erotic,People,h,5.05,7.65,43.0061,55.7373,7.6983,385125,-0.7026,-13.3812
S028,Male_001_v,46,6.749000000000116,Photograph,2500.0,500.0,red,1250.0,0.0,-0.38,0.6,53,2.576,1000.0,500.0,0.93,Erotic,Male,v,4.55,5.7,60.0397,72.0716,7.7395,265152,4.5447,6.449
S028,Male_007_h,47,7.197,Photograph,2500.0,500.0,red,1250.0,0.25,0.9,0.76,25,2.235,1000.0,500.0,0.66,Erotic,Male,h,4.1,4.95,50.1922,54.4775,7.6965,469938,3.1066,14.9059
S028,Female_001_h,48,7.379,Photograph,2500.0,500.0,red,1250.0,0.66,0.6,0.8,51,2.241,1000.0,500.0,0.86,Erotic,Female,h,3.35,5.4,58.36,49.2428,7.2143,249227,27.1818,10.7039
S028,Female_012_v,49,5.399,AI-Generated,2500.0,500.0,blue,1250.0,0.57,0.34,0.83,41,2.018,1000.0,500.0,0.29,Erotic,Female,v,4.15,5.7,57.6698,65.0532,7.8207,207243,4.5309,8.2501
S028,Male_005_v,50,7.742,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.0,28,4.039000000000232,1000.0,500.0,0.01,Erotic,Male,v,4.4,5.5,19.09,43.8873,6.7516,170084,11.4089,17.2027
S028,Female_003_v,51,10.91,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.03,48,2.135999999999767,1000.0,500.0,0.01,Erotic,Female,v,4.85,5.4,71.1543,54.6216,7.4449,118707,7.0815,2.7069
S028,Female_015_v,52,8.155999999999883,Photograph,2500.0,500.0,red,1250.0,0.02,-0.96,0.05,3,2.144,1000.0,500.0,0.2,Erotic,Female,v,4.05,6.4,65.2389,53.402,7.5418,171124,8.0169,14.7847
S028,Female_018_h,53,7.561,Photograph,2500.0,500.0,red,1250.0,0.01,0.32,0.77,59,2.8,1000.0,500.0,0.36,Erotic,Female,h,4.1,5.4,73.3265,38.1936,6.9748,275330,3.457,12.5327
S028,Female_006_v,54,7.215,Photograph,2500.0,500.0,red,1250.0,0.02,0.94,0.74,57,2.659,1000.0,500.0,0.74,Erotic,Female,v,3.25,5.1,63.1318,63.865,7.7492,186016,2.4502,14.6292
S028,Female_019_h,55,6.43,Photograph,2500.0,500.0,red,1250.0,0.02,-0.96,0.02,1,4.1430000000002325,1000.0,500.0,0.0,Erotic,Female,h,4.15,5.1,48.6266,36.3153,7.1507,254048,23.4717,33.9492
S028,Faces_184_h,56,9.949000000000117,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.1,0.01,55,1.981,1000.0,500.0,0.12,Non-erotic,Faces,h,3.05,5.8,33.5125,62.699,7.5512,186474,11.1965,23.2193
S028,Male_024_h,57,7.195,AI-Generated,2500.0,500.0,blue,1250.0,0.25,-0.96,0.76,40,1.865,1000.0,500.0,0.23,Erotic,Male,h,5.15,6.6,35.3457,44.1672,7.3268,201056,11.8279,13.8626
S028,Faces_351_h,58,13.039,AI-Generated,2500.0,500.0,blue,1250.0,0.01,-0.9,0.01,11,2.009,1000.0,500.0,0.07,Non-erotic,Faces,h,4.65,7.05,35.4262,73.7229,7.3716,170646,2.8311,6.4751
S028,Female_011_h,59,8.556,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.96,0.02,12,3.105,1000.0,500.0,0.23,Erotic,Female,h,3.45,6.05,59.689,56.5583,7.4167,142606,7.0771,8.9211
S028,Male_011_v,60,5.195,Photograph,2500.0,500.0,red,1250.0,0.33,0.68,0.76,20,2.835,1000.0,500.0,0.41,Erotic,Male,v,4.5,5.4,40.2007,66.7949,7.44,265717,8.1808,11.1864
S027,Faces_328_v,1,76.003,Photograph,2500.0,500.0,red,1250.0,0.14,0.5,0.3,43,1.213,1000.0,500.0,1.0,Non-erotic,Faces,v,2.7,4.85,35.5883,57.6711,7.3988,171031,-0.3112,-1.7416
