Participant,Item,Order1,RT1,Condition,Duration1,ISI1,Cue_Color,Cue_Duration,Arousal,Valence,Enticement,Order2,RT2,Duration2,ISI2,Realness,Type,Category,Orientation,Norms_Arousal,Norms_Valence,Luminance,Contrast,Entropy,Complexity,Red,Green
S126,Female_001_h,54,7.089,AI-Generated,2500.0,500.0,green,1250.0,0.74,0.52,0.75,13,1.498,1000.0,500.0,0.81,Erotic,Female,h,5.3,6.9,58.36,49.2428,7.2143,249227,27.1818,10.7039
S126,Female_002_h,55,5.834,AI-Generated,2500.0,500.0,green,1250.0,0.77,0.32,0.78,29,1.842,1000.0,500.0,0.63,Erotic,Female,h,5.85,7.4,32.6608,57.3367,7.5265,428384,0.1224,13.5464
S126,Faces_234_h,56,6.201,AI-Generated,2500.0,500.0,green,1250.0,0.07,0.04,0.18,23,4.42,1000.0,500.0,0.1,Non-erotic,Faces,h,4.0,6.2,41.9783,67.2103,7.8073,506847,-3.0751,15.1934
S126,Male_005_v,57,9.257,Photograph,2500.0,500.0,blue,1250.0,0.2,-0.1,0.52,26,1.696,1000.0,500.0,0.3,Erotic,Male,v,4.75,3.2,19.09,43.8873,6.7516,170084,11.4089,17.2027
S126,Faces_351_h,58,5.825,Photograph,2500.0,500.0,blue,1250.0,0.0,0.1,0.1,59,1.532,1000.0,500.0,0.67,Non-erotic,Faces,h,4.5,7.1,35.4262,73.7229,7.3716,170646,2.8311,6.4751
S126,Male_009_v,59,7.324,AI-Generated,2500.0,500.0,green,1250.0,0.48,-0.14,0.41,46,1.265,1000.0,500.0,0.39,Erotic,Male,v,2.85,4.45,43.2111,60.8704,7.489,271374,13.4711,15.6762
S126,People_132_h,60,5.797,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.28,0.21,7,2.236,1000.0,500.0,0.44,Non-erotic,People,h,3.5,4.9,46.8945,57.9992,7.5629,211838,-2.9026,11.8506
S075,People_056_h,1,30.762300000011923,AI-Generated,2500.0,500.0,blue,1250.0,0.01,-0.3,0.01,32,1.6600999999940396,1000.0,500.0,0.65,Non-erotic,People,h,2.15,5.15,37.8293,68.5276,7.7565,159859,-0.427,2.1235
S075,Female_005_v,2,18.84239999999106,AI-Generated,2500.0,500.0,blue,1250.0,0.54,0.08,0.54,2,4.886899999991059,1000.0,500.0,0.66,Erotic,Female,v,5.6,6.25,44.8525,70.3649,7.6863,270082,11.7249,10.9722
S075,People_116_h,3,12.282900000005961,Photograph,2500.0,500.0,red,1250.0,0.13,-0.06,0.32,3,2.1489000000059604,1000.0,500.0,0.64,Non-erotic,People,h,3.95,6.55,36.0174,75.2758,7.6169,324300,-0.8448,-1.976
S075,Male_017_v,4,10.15310000000894,AI-Generated,2500.0,500.0,blue,1250.0,0.06,-0.04,0.08,39,1.4987000000029802,1000.0,500.0,0.11,Erotic,Male,v,4.0,3.8,31.538,56.3546,7.2051,276400,5.2385,7.6499
S075,People_190_h,5,8.95179999999702,AI-Generated,2500.0,500.0,blue,1250.0,0.01,0.02,0.02,47,1.5107999999970199,1000.0,500.0,0.69,Non-erotic,People,h,5.0,7.6,43.0061,55.7373,7.6983,385125,-0.7026,-13.3812
S075,Female_011_h,6,9.756,AI-Generated,2500.0,500.0,blue,1250.0,0.59,0.36,0.64,5,1.9586000000089407,1000.0,500.0,0.44,Erotic,Female,h,5.85,7.6,59.689,56.5583,7.4167,142606,7.0771,8.9211
S075,Female_003_v,7,10.10609999999404,AI-Generated,2500.0,500.0,blue,1250.0,0.71,0.58,0.71,34,1.5706000000089406,1000.0,500.0,0.66,Erotic,Female,v,5.1,7.0,71.1543,54.6216,7.4449,118707,7.0815,2.7069
S075,Male_008_v,8,12.44670000000298,AI-Generated,2500.0,500.0,blue,1250.0,0.05,-0.86,0.05,35,1.95979999999702,1000.0,500.0,0.63,Erotic,Male,v,4.45,3.4,49.8422,61.1046,7.609,207491,14.1516,16.1108
S075,Female_015_v,9,8.46509999999404,AI-Generated,2500.0,500.0,blue,1250.0,0.59,0.34,0.69,27,2.3944000000059606,1000.0,500.0,0.48,Erotic,Female,v,5.55,7.3,65.2389,53.402,7.5418,171124,8.0169,14.7847
S075,Female_001_h,10,7.179,Photograph,2500.0,500.0,red,1250.0,0.71,0.44,0.67,33,2.534100000008941,1000.0,500.0,0.54,Erotic,Female,h,5.3,6.9,58.36,49.2428,7.2143,249227,27.1818,10.7039
S075,Female_021_h,11,6.84620000000298,Photograph,2500.0,500.0,red,1250.0,0.64,0.2,0.59,19,2.14079999999702,1000.0,500.0,0.72,Erotic,Female,h,6.3,7.1,62.5048,59.7605,7.3816,237825,8.8278,10.335
S075,Male_006_v,12,7.845700000002981,Photograph,2500.0,500.0,red,1250.0,0.03,-0.66,0.04,55,1.8466000000089406,1000.0,500.0,0.47,Erotic,Male,v,4.8,2.95,26.1872,40.1914,7.0614,206880,7.5483,10.2363
S075,Male_009_v,13,5.74629999999702,AI-Generated,2500.0,500.0,blue,1250.0,0.04,-0.78,0.07,57,1.4112999999970197,1000.0,500.0,0.14,Erotic,Male,v,2.85,4.45,43.2111,60.8704,7.489,271374,13.4711,15.6762
S075,Female_022_h,14,8.04520000000298,Photograph,2500.0,500.0,red,1250.0,0.59,0.24,0.56,51,1.3665,1000.0,500.0,0.7,Erotic,Female,h,6.1,7.05,56.5834,63.7769,7.3921,216160,15.4662,4.3765
S075,Faces_352_h,15,10.343399999991059,AI-Generated,2500.0,500.0,blue,1250.0,0.16,-0.02,0.22,23,2.2607000000029798,1000.0,500.0,0.65,Non-erotic,Faces,h,4.15,6.7,39.6994,55.2244,7.6593,293080,1.4487,1.8242
S075,Male_003_v,16,6.503599999994041,AI-Generated,2500.0,500.0,blue,1250.0,0.06,-0.58,0.07,15,1.9475999999940394,1000.0,500.0,0.42,Erotic,Male,v,3.65,4.2,46.1739,49.4077,7.4926,228056,3.5967,7.3901
S075,People_176_h,17,13.36190000000596,Photograph,2500.0,500.0,red,1250.0,0.01,-0.2,0.01,6,2.83570000000298,1000.0,500.0,0.66,Non-erotic,People,h,4.4,7.1,74.0151,69.2438,6.6467,271588,0.256,0.081
S075,Female_019_h,18,13.14440000000596,Photograph,2500.0,500.0,red,1250.0,0.76,0.64,0.8,46,1.6179000000059605,1000.0,500.0,0.66,Erotic,Female,h,5.0,6.4,48.6266,36.3153,7.1507,254048,23.4717,33.9492
S075,Male_013_v,19,15.6025,Photograph,2500.0,500.0,red,1250.0,0.06,-0.9,0.07,58,1.7826000000089406,1000.0,500.0,0.54,Erotic,Male,v,3.75,3.7,44.0686,86.7349,7.4514,293448,11.5375,24.8859
S075,Female_016_h,20,5.418199999988079,Photograph,2500.0,500.0,red,1250.0,0.58,0.2,0.69,48,1.5712999999970199,1000.0,500.0,0.46,Erotic,Female,h,4.5,6.65,52.7456,37.7359,7.2035,198286,33.7434,20.4305
S075,Faces_184_h,21,6.556599999994041,AI-Generated,2500.0,500.0,blue,1250.0,0.02,-0.08,0.08,11,3.0037000000029797,1000.0,500.0,0.5,Non-erotic,Faces,h,2.45,5.6,33.5125,62.699,7.5512,186474,11.1965,23.2193
S075,People_146_h,22,5.36529999999702,AI-Generated,2500.0,500.0,blue,1250.0,0.02,-0.08,0.03,42,2.16729999999702,1000.0,500.0,0.58,Non-erotic,People,h,2.35,4.65,49.0548,56.7789,7.6988,343985,-1.4558,4.264
S075,Faces_160_v,23,4.872299999997019,Photograph,2500.0,500.0,red,1250.0,0.0,-0.8,0.0,43,1.5095,1000.0,500.0,0.41,Non-erotic,Faces,v,2.95,4.8,43.744,85.794,7.5611,145663,7.3603,10.0906
S075,Faces_335_h,24,4.51170000000298,Photograph,2500.0,500.0,red,1250.0,0.02,-0.06,0.01,56,2.1589000000059606,1000.0,500.0,0.58,Non-erotic,Faces,h,2.5,5.55,38.8455,76.9787,7.6725,194229,0.9408,3.6752
S075,Male_020_v,25,6.81840000000596,Photograph,2500.0,500.0,red,1250.0,0.03,-0.3,0.02,49,1.4273999999910594,1000.0,500.0,0.33,Erotic,Male,v,3.25,3.95,76.8132,61.7412,7.1453,157062,4.0439,6.6188
S075,Male_016_v,26,4.89190000000596,Photograph,2500.0,500.0,red,1250.0,0.03,-0.78,0.02,45,1.4537000000029803,1000.0,500.0,0.6,Erotic,Male,v,3.6,3.5,50.2338,45.7527,7.4858,216444,12.4281,14.1233
S075,Male_012_h,27,4.56229999999702,Photograph,2500.0,500.0,red,1250.0,0.02,-0.62,0.04,1,9.631300000011919,1000.0,500.0,0.57,Erotic,Male,h,2.95,3.55,76.3947,43.9723,7.2393,331233,4.1326,8.2885
S075,Faces_349_h,28,3.92070000000298,Photograph,2500.0,500.0,red,1250.0,0.01,-0.04,0.0,41,4.28329999999702,1000.0,500.0,0.6,Non-erotic,Faces,h,2.75,5.65,30.7027,59.0963,7.5596,215553,0.697,0.5981
S075,People_187_h,29,5.4074000000059605,AI-Generated,2500.0,500.0,blue,1250.0,0.07,-0.04,0.07,7,2.15129999999702,1000.0,500.0,0.58,Non-erotic,People,h,4.55,6.9,48.6317,72.6593,7.9149,445830,-1.5361,3.8181
S075,Female_018_h,30,6.380699999988079,AI-Generated,2500.0,500.0,blue,1250.0,0.69,0.32,0.71,20,2.03970000000298,1000.0,500.0,0.62,Erotic,Female,h,6.5,7.45,73.3265,38.1936,6.9748,275330,3.457,12.5327
S075,Female_009_h,31,5.956,AI-Generated,2500.0,500.0,blue,1250.0,0.7,0.42,0.77,40,2.18579999999702,1000.0,500.0,0.58,Erotic,Female,h,5.55,6.9,43.0143,73.5278,6.6181,176869,11.341,22.514
S075,Male_007_h,32,3.74509999999404,Photograph,2500.0,500.0,red,1250.0,0.02,-0.96,0.0,22,2.00579999999702,1000.0,500.0,0.53,Erotic,Male,h,4.05,3.3,50.1922,54.4775,7.6965,469938,3.1066,14.9059
S075,Male_022_v,33,5.1027999999970195,AI-Generated,2500.0,500.0,blue,1250.0,0.01,-0.92,0.03,14,2.1975,1000.0,500.0,0.61,Erotic,Male,v,5.15,3.1,43.1253,52.5585,7.6091,257785,2.6258,12.346
S075,Male_002_v,34,4.6845,AI-Generated,2500.0,500.0,blue,1250.0,0.01,-1.0,0.02,60,1.5735,1000.0,500.0,0.55,Erotic,Male,v,2.85,4.0,42.743,65.8985,7.7155,221793,11.6582,-3.6073
S075,Faces_234_h,35,5.27729999999702,AI-Generated,2500.0,500.0,blue,1250.0,0.01,-0.1,0.01,28,2.666800000011921,1000.0,500.0,0.63,Non-erotic,Faces,h,4.0,6.2,41.9783,67.2103,7.8073,506847,-3.0751,15.1934
S075,Male_023_v,36,4.494199999988079,Photograph,2500.0,500.0,red,1250.0,0.01,-0.7,0.0,8,1.7265999999940396,1000.0,500.0,0.3,Erotic,Male,v,3.0,5.05,51.0533,59.4542,7.7168,201176,12.5798,16.3443
S075,Female_020_v,37,6.56029999999702,AI-Generated,2500.0,500.0,blue,1250.0,0.56,0.18,0.62,24,2.27,1000.0,500.0,0.71,Erotic,Female,v,6.2,7.35,50.7307,36.7955,7.0191,173444,4.4367,4.5166
S075,Faces_314_h,38,3.96129999999702,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.06,0.01,18,2.7314000000059604,1000.0,500.0,0.47,Non-erotic,Faces,h,3.3,5.25,60.1728,58.7845,7.6537,255417,-5.0633,-2.6592
S075,Faces_328_v,39,9.31939999999106,Photograph,2500.0,500.0,red,1250.0,0.1,0.02,0.14,16,1.9178999999910595,1000.0,500.0,0.62,Non-erotic,Faces,v,2.7,4.85,35.5883,57.6711,7.3988,171031,-0.3112,-1.7416
S075,People_157_h,40,4.89879999999702,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.12,0.0,38,1.5369000000059605,1000.0,500.0,0.39,Non-erotic,People,h,3.05,5.25,39.5283,67.7615,7.7856,400343,4.2241,5.451
S075,Female_006_v,41,5.32359999999404,AI-Generated,2500.0,500.0,blue,1250.0,0.54,0.18,0.58,52,2.6742000000029797,1000.0,500.0,0.53,Erotic,Female,v,5.7,7.1,63.1318,63.865,7.7492,186016,2.4502,14.6292
S075,Male_011_v,42,4.631799999997019,Photograph,2500.0,500.0,red,1250.0,0.07,-0.48,0.07,37,1.737,1000.0,500.0,0.46,Erotic,Male,v,3.15,4.6,40.2007,66.7949,7.44,265717,8.1808,11.1864
S075,Male_014_v,43,4.3245999999940405,Photograph,2500.0,500.0,red,1250.0,0.01,-0.64,0.03,4,2.8345,1000.0,500.0,0.66,Erotic,Male,v,3.95,3.6,73.0604,48.9227,7.2601,151861,3.9097,2.0474
S075,Female_023_h,44,12.45509999999404,Photograph,2500.0,500.0,red,1250.0,0.44,0.04,0.53,31,2.769,1000.0,500.0,0.63,Erotic,Female,h,5.4,6.85,20.4158,63.53,6.0347,214797,1.8632,7.0814
S075,People_132_h,45,6.2015,Photograph,2500.0,500.0,red,1250.0,0.06,-0.26,0.05,17,1.6824000000059605,1000.0,500.0,0.42,Non-erotic,People,h,3.5,4.9,46.8945,57.9992,7.5629,211838,-2.9026,11.8506
S075,Female_008_v,46,7.503599999994039,AI-Generated,2500.0,500.0,blue,1250.0,0.36,-0.18,0.43,59,1.7122000000029802,1000.0,500.0,0.58,Erotic,Female,v,4.7,6.4,52.8173,72.8334,7.4938,155798,1.2756,4.492
S075,Female_002_h,47,10.99270000000298,Photograph,2500.0,500.0,red,1250.0,0.47,0.0,0.51,54,1.9425,1000.0,500.0,0.53,Erotic,Female,h,5.85,7.4,32.6608,57.3367,7.5265,428384,0.1224,13.5464
S075,Male_025_v,48,4.756,AI-Generated,2500.0,500.0,blue,1250.0,0.02,-0.88,0.0,53,1.3416000000089408,1000.0,500.0,0.27,Erotic,Male,v,3.55,3.45,29.0652,60.357,6.8769,267633,2.7805,-0.966
S075,Female_013_h,49,6.286099999994041,AI-Generated,2500.0,500.0,blue,1250.0,0.32,-0.06,0.39,29,2.6307999999970204,1000.0,500.0,0.6,Erotic,Female,h,5.5,6.85,21.5101,68.6277,4.6639,137297,3.4277,3.1779
S075,Faces_351_h,50,6.30909999999404,AI-Generated,2500.0,500.0,blue,1250.0,0.02,-0.08,0.0,12,1.7896000000089407,1000.0,500.0,0.67,Non-erotic,Faces,h,4.5,7.1,35.4262,73.7229,7.3716,170646,2.8311,6.4751
S075,Male_001_v,51,4.427300000011921,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.74,0.01,30,2.267300000011921,1000.0,500.0,0.55,Erotic,Male,v,3.7,4.25,60.0397,72.0716,7.7395,265152,4.5447,6.449
S075,Female_017_v,52,10.11790000000596,Photograph,2500.0,500.0,red,1250.0,0.4,-0.1,0.47,21,4.064899999991059,1000.0,500.0,0.42,Erotic,Female,v,5.75,7.2,30.0066,71.3798,7.3457,261977,11.5136,10.9459
S075,Male_005_v,53,5.401300000011921,Photograph,2500.0,500.0,red,1250.0,0.0,-1.0,0.0,9,2.19620000000298,1000.0,500.0,0.27,Erotic,Male,v,4.75,3.2,19.09,43.8873,6.7516,170084,11.4089,17.2027
S075,People_172_v,54,7.316100000008941,Photograph,2500.0,500.0,red,1250.0,0.01,-0.12,0.0,13,2.583300000011921,1000.0,500.0,0.42,Non-erotic,People,v,4.35,7.15,49.9957,56.3597,7.6186,359216,-8.8494,0.6884
S075,People_169_h,55,4.73340000000596,Photograph,2500.0,500.0,red,1250.0,0.01,-0.06,0.01,50,1.6026000000089407,1000.0,500.0,0.55,Non-erotic,People,h,4.15,6.6,54.9775,81.4202,7.7471,466618,0.3259,3.9071
S075,Female_012_v,56,7.628800000011921,Photograph,2500.0,500.0,red,1250.0,0.55,0.14,0.61,36,1.6572000000029803,1000.0,500.0,0.64,Erotic,Female,v,5.15,7.05,57.6698,65.0532,7.8207,207243,4.5309,8.2501
S075,Faces_330_v,57,6.115400000005961,Photograph,2500.0,500.0,red,1250.0,0.0,-0.32,0.0,10,1.8221999999880791,1000.0,500.0,0.66,Non-erotic,Faces,v,4.45,6.35,30.0082,41.7458,7.2395,325837,-0.4702,0.9357
S075,Female_004_v,58,5.841600000008941,Photograph,2500.0,500.0,red,1250.0,0.55,0.06,0.56,25,2.34529999999702,1000.0,500.0,0.64,Erotic,Female,v,5.8,7.25,66.2497,74.0566,6.894,218444,2.2245,-3.4638
S075,Male_015_v,59,6.4377999999970195,AI-Generated,2500.0,500.0,blue,1250.0,0.02,-0.3,0.0,44,3.9198999999910593,1000.0,500.0,0.47,Erotic,Male,v,2.7,4.8,20.0917,76.4888,3.8868,167601,1.4845,8.8924
S075,Male_024_h,60,5.010099999994041,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.54,0.0,26,1.7179000000059605,1000.0,500.0,0.31,Erotic,Male,h,2.6,4.5,35.3457,44.1672,7.3268,201056,11.8279,13.8626
S088,Faces_184_h,1,30.348799999999812,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.06,0.0,25,1.1457000000001865,1000.0,500.0,0.26,Non-erotic,Faces,h,2.45,5.6,33.5125,62.699,7.5512,186474,11.1965,23.2193
S088,Faces_352_h,2,11.179100000000561,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.3,0.02,23,1.3487000000001865,1000.0,500.0,0.22,Non-erotic,Faces,h,4.15,6.7,39.6994,55.2244,7.6593,293080,1.4487,1.8242
S088,Male_008_v,3,8.39110000000056,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.98,0.01,42,1.522699999999255,1000.0,500.0,0.27,Erotic,Male,v,4.45,3.4,49.8422,61.1046,7.609,207491,14.1516,16.1108
S088,Male_025_v,4,6.103200000000187,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.0,58,0.9226999999992548,1000.0,500.0,0.26,Erotic,Male,v,3.55,3.45,29.0652,60.357,6.8769,267633,2.7805,-0.966
S088,People_172_v,5,8.007200000000186,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.12,0.0,24,1.158300000000745,1000.0,500.0,0.78,Non-erotic,People,v,4.35,7.15,49.9957,56.3597,7.6186,359216,-8.8494,0.6884
S088,Male_016_v,6,4.523300000000745,Photograph,2500.0,500.0,red,1250.0,0.01,0.22,0.0,2,1.6142999999998136,1000.0,500.0,0.83,Erotic,Male,v,3.6,3.5,50.2338,45.7527,7.4858,216444,12.4281,14.1233
S088,Male_001_v,7,5.4105,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.0,48,1.5187999999998134,1000.0,500.0,0.31,Erotic,Male,v,3.7,4.25,60.0397,72.0716,7.7395,265152,4.5447,6.449
S088,Female_009_h,8,7.276200000000186,Photograph,2500.0,500.0,red,1250.0,0.58,0.16,0.56,20,1.4972999999998136,1000.0,500.0,0.78,Erotic,Female,h,5.55,6.9,43.0143,73.5278,6.6181,176869,11.341,22.514
S088,Female_004_v,9,4.685599999999629,AI-Generated,2500.0,500.0,blue,1250.0,0.59,0.14,0.57,14,1.1462000000001864,1000.0,500.0,0.72,Erotic,Female,v,5.8,7.25,66.2497,74.0566,6.894,218444,2.2245,-3.4638
S088,Male_003_v,10,3.87,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.48,0.0,18,1.1073000000007451,1000.0,500.0,0.73,Erotic,Male,v,3.65,4.2,46.1739,49.4077,7.4926,228056,3.5967,7.3901
S088,Female_006_v,11,8.274299999999814,AI-Generated,2500.0,500.0,blue,1250.0,0.77,0.66,0.79,51,0.881,1000.0,500.0,0.73,Erotic,Female,v,5.7,7.1,63.1318,63.865,7.7492,186016,2.4502,14.6292
S088,People_176_h,12,4.619400000000373,Photograph,2500.0,500.0,red,1250.0,0.0,0.12,0.0,10,1.1852999999998135,1000.0,500.0,0.78,Non-erotic,People,h,4.4,7.1,74.0151,69.2438,6.6467,271588,0.256,0.081
S088,Female_012_v,13,4.509400000000372,Photograph,2500.0,500.0,red,1250.0,0.72,0.42,0.72,34,1.2662000000001865,1000.0,500.0,0.79,Erotic,Female,v,5.15,7.05,57.6698,65.0532,7.8207,207243,4.5309,8.2501
S088,Male_023_v,14,4.075799999999814,Photograph,2500.0,500.0,red,1250.0,0.0,-0.12,0.01,19,1.279300000000745,1000.0,500.0,0.23,Erotic,Male,v,3.0,5.05,51.0533,59.4542,7.7168,201176,12.5798,16.3443
S088,Male_013_v,15,4.216600000000559,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.0,7,2.085600000000559,1000.0,500.0,0.19,Erotic,Male,v,3.75,3.7,44.0686,86.7349,7.4514,293448,11.5375,24.8859
S088,Male_022_v,16,3.435800000000745,Photograph,2500.0,500.0,red,1250.0,0.0,-1.0,0.0,37,2.2749000000003727,1000.0,500.0,0.75,Erotic,Male,v,5.15,3.1,43.1253,52.5585,7.6091,257785,2.6258,12.346
S088,Male_024_h,17,3.2440999999996274,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.67,12,1.7722999999998135,1000.0,500.0,0.72,Erotic,Male,h,2.6,4.5,35.3457,44.1672,7.3268,201056,11.8279,13.8626
S088,Female_001_h,18,4.942099999999629,Photograph,2500.0,500.0,red,1250.0,0.6,-0.14,0.55,5,2.8405,1000.0,500.0,0.54,Erotic,Female,h,5.3,6.9,58.36,49.2428,7.2143,249227,27.1818,10.7039
S088,Male_002_v,19,4.011700000000186,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.94,0.02,49,1.1183999999994412,1000.0,500.0,0.32,Erotic,Male,v,2.85,4.0,42.743,65.8985,7.7155,221793,11.6582,-3.6073
S088,People_056_h,20,6.518600000000559,Photograph,2500.0,500.0,red,1250.0,0.0,0.02,0.01,55,1.4661000000005588,1000.0,500.0,0.32,Non-erotic,People,h,2.15,5.15,37.8293,68.5276,7.7565,159859,-0.427,2.1235
S088,Faces_234_h,21,3.1550999999996274,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.04,0.6,22,1.137699999999255,1000.0,500.0,0.75,Non-erotic,Faces,h,4.0,6.2,41.9783,67.2103,7.8073,506847,-3.0751,15.1934
S088,Female_020_v,22,5.992800000000745,Photograph,2500.0,500.0,red,1250.0,0.66,0.14,0.63,38,1.1897999999998135,1000.0,500.0,0.76,Erotic,Female,v,6.2,7.35,50.7307,36.7955,7.0191,173444,4.4367,4.5166
S088,Female_016_h,23,8.86810000000056,AI-Generated,2500.0,500.0,blue,1250.0,0.23,-0.3,0.26,39,1.024,1000.0,500.0,0.72,Erotic,Female,h,4.5,6.65,52.7456,37.7359,7.2035,198286,33.7434,20.4305
S088,Faces_328_v,24,6.054900000000372,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.04,0.0,53,0.9235,1000.0,500.0,0.67,Non-erotic,Faces,v,2.7,4.85,35.5883,57.6711,7.3988,171031,-0.3112,-1.7416
S088,People_116_h,25,6.080299999999814,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.04,0.0,56,1.0340999999996277,1000.0,500.0,0.71,Non-erotic,People,h,3.95,6.55,36.0174,75.2758,7.6169,324300,-0.8448,-1.976
S088,People_146_h,26,6.483700000000186,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.54,0.0,8,1.3751000000005589,1000.0,500.0,0.79,Non-erotic,People,h,2.35,4.65,49.0548,56.7789,7.6988,343985,-1.4558,4.264
S088,Male_011_v,27,6.376799999999814,Photograph,2500.0,500.0,red,1250.0,0.0,-0.98,0.0,27,1.1137999999998136,1000.0,500.0,0.27,Erotic,Male,v,3.15,4.6,40.2007,66.7949,7.44,265717,8.1808,11.1864
S088,Female_008_v,28,4.313799999999814,Photograph,2500.0,500.0,red,1250.0,0.65,0.28,0.65,32,1.7062000000001865,1000.0,500.0,0.75,Erotic,Female,v,4.7,6.4,52.8173,72.8334,7.4938,155798,1.2756,4.492
S088,Female_003_v,29,3.4472999999998137,AI-Generated,2500.0,500.0,blue,1250.0,0.65,0.3,0.65,59,0.9893999999994412,1000.0,500.0,0.73,Erotic,Female,v,5.1,7.0,71.1543,54.6216,7.4449,118707,7.0815,2.7069
S088,Male_009_v,30,4.086699999999255,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.96,0.01,54,1.5207000000001865,1000.0,500.0,0.31,Erotic,Male,v,2.85,4.45,43.2111,60.8704,7.489,271374,13.4711,15.6762
S088,Faces_335_h,31,4.428299999999814,Photograph,2500.0,500.0,red,1250.0,0.0,-0.12,0.01,43,0.9251000000005588,1000.0,500.0,0.74,Non-erotic,Faces,h,2.5,5.55,38.8455,76.9787,7.6725,194229,0.9408,3.6752
S088,Female_018_h,32,7.7825,AI-Generated,2500.0,500.0,blue,1250.0,0.73,0.38,0.72,3,3.810100000000559,1000.0,500.0,0.45,Erotic,Female,h,6.5,7.45,73.3265,38.1936,6.9748,275330,3.457,12.5327
S088,People_132_h,33,4.362800000000745,Photograph,2500.0,500.0,red,1250.0,0.0,-0.5,0.58,4,2.261899999999441,1000.0,500.0,0.77,Non-erotic,People,h,3.5,4.9,46.8945,57.9992,7.5629,211838,-2.9026,11.8506
S088,Female_021_h,34,3.448,Photograph,2500.0,500.0,red,1250.0,0.7,0.34,0.68,6,1.3444000000003724,1000.0,500.0,0.82,Erotic,Female,h,6.3,7.1,62.5048,59.7605,7.3816,237825,8.8278,10.335
S088,Faces_160_v,35,3.618,Photograph,2500.0,500.0,red,1250.0,0.0,-0.06,0.0,26,1.2224000000003723,1000.0,500.0,0.29,Non-erotic,Faces,v,2.95,4.8,43.744,85.794,7.5611,145663,7.3603,10.0906
S088,People_169_h,36,4.014299999999814,Photograph,2500.0,500.0,red,1250.0,0.0,0.02,0.0,11,1.04,1000.0,500.0,0.74,Non-erotic,People,h,4.15,6.6,54.9775,81.4202,7.7471,466618,0.3259,3.9071
S088,Female_013_h,37,4.059099999999628,AI-Generated,2500.0,500.0,blue,1250.0,0.57,0.16,0.57,47,2.021900000000372,1000.0,500.0,0.44,Erotic,Female,h,5.5,6.85,21.5101,68.6277,4.6639,137297,3.4277,3.1779
S088,Female_019_h,38,4.1905,Photograph,2500.0,500.0,red,1250.0,0.57,0.18,0.59,50,0.9645,1000.0,500.0,0.74,Erotic,Female,h,5.0,6.4,48.6266,36.3153,7.1507,254048,23.4717,33.9492
S088,Female_022_h,39,6.890299999999813,Photograph,2500.0,500.0,red,1250.0,0.71,0.34,0.63,15,2.0342000000001863,1000.0,500.0,0.76,Erotic,Female,h,6.1,7.05,56.5834,63.7769,7.3921,216160,15.4662,4.3765
S088,Male_006_v,40,3.032200000000186,Photograph,2500.0,500.0,red,1250.0,0.0,-1.0,0.0,16,1.3525,1000.0,500.0,0.73,Erotic,Male,v,4.8,2.95,26.1872,40.1914,7.0614,206880,7.5483,10.2363
S088,People_190_h,41,2.4905,Photograph,2500.0,500.0,red,1250.0,0.0,-0.06,0.57,28,1.649100000000559,1000.0,500.0,0.31,Non-erotic,People,h,5.0,7.6,43.0061,55.7373,7.6983,385125,-0.7026,-13.3812
S088,Female_015_v,42,3.553300000000745,AI-Generated,2500.0,500.0,blue,1250.0,0.59,0.12,0.59,30,1.0731000000005588,1000.0,500.0,0.74,Erotic,Female,v,5.55,7.3,65.2389,53.402,7.5418,171124,8.0169,14.7847
S088,Faces_330_v,43,3.3159000000003727,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.06,0.0,21,0.8837999999998137,1000.0,500.0,0.74,Non-erotic,Faces,v,4.45,6.35,30.0082,41.7458,7.2395,325837,-0.4702,0.9357
S088,Female_005_v,44,4.180799999999814,AI-Generated,2500.0,500.0,blue,1250.0,0.6,0.22,0.61,52,1.4227000000001866,1000.0,500.0,0.26,Erotic,Female,v,5.6,6.25,44.8525,70.3649,7.6863,270082,11.7249,10.9722
